Temporada,Player,Salario,Salario Ajustado Inflacion,Temporada,Player - Temporada
2020/21,Bruce Brown,"1,663,861","2,027,733",2020,Bruce Brown - 2020
2020/21,Drew Eubanks,"1,620,564","1,974,967",2020,Drew Eubanks - 2020
2020/21,Harry Giles,"1,620,564","1,974,967",2020,Harry Giles - 2020
2020/21,Josh Gray,"1,620,564","1,974,967",2020,Josh Gray - 2020
2020/21,Wenyen Gabriel,"1,620,564","1,974,967",2020,Wenyen Gabriel - 2020
2020/21,Isaiah Hartenstein,"1,620,564","1,974,967",2020,Isaiah Hartenstein - 2020
2020/21,Daniel Gafford,"1,517,981","1,849,950",2020,Daniel Gafford - 2020
2020/21,Juwan Morgan,"1,517,981","1,849,950",2020,Juwan Morgan - 2020
2020/21,Miye Oni,"1,517,981","1,849,950",2020,Miye Oni - 2020
2020/21,Matt Thomas,"1,517,981","1,849,950",2020,Matt Thomas - 2020
2020/21,Chris Silva,"1,517,981","1,849,950",2020,Chris Silva - 2020
2020/21,Terence Davis,"1,517,981","1,849,950",2020,Terence Davis - 2020
2020/21,Justin James,"1,517,981","1,849,950",2020,Justin James - 2020
2020/21,Isaiah Roby,"1,517,981","1,849,950",2020,Isaiah Roby - 2020
2020/21,Luguentz Dort,"1,517,981","1,849,950",2020,Luguentz Dort - 2020
2020/21,Admiral Schofield,"1,517,981","1,849,950",2020,Admiral Schofield - 2020
2020/21,Jaylen Nowell,"1,517,981","1,849,950",2020,Jaylen Nowell - 2020
2020/21,Naz Reid,"1,517,981","1,849,950",2020,Naz Reid - 2020
2020/21,KZ Okpala,"1,517,981","1,849,950",2020,KZ Okpala - 2020
2020/21,Talen Horton-Tucker,"1,517,981","1,849,950",2020,Talen Horton-Tucker - 2020
2020/21,Terance Mann,"1,517,981","1,849,950",2020,Terance Mann - 2020
2020/21,Jalen Lecque,"1,517,981","1,849,950",2020,Jalen Lecque - 2020
2020/21,Chris Clemons,"1,517,981","1,849,950",2020,Chris Clemons - 2020
2020/21,Mychal Mulder,"1,517,981","1,849,950",2020,Mychal Mulder - 2020
2020/21,Alen Smailagic,"1,517,981","1,849,950",2020,Alen Smailagic - 2020
2020/21,Eric Paschall,"1,517,981","1,849,950",2020,Eric Paschall - 2020
2020/21,Vlatko Cancar,"1,517,981","1,849,950",2020,Vlatko Cancar - 2020
2020/21,Dean Wade,"1,517,981","1,849,950",2020,Dean Wade - 2020
2020/21,Javonte Green,"1,517,981","1,849,950",2020,Javonte Green - 2020
2020/21,Jalen McDaniels,"1,517,981","1,849,950",2020,Jalen McDaniels - 2020
2020/21,Caleb Martin,"1,517,981","1,849,950",2020,Caleb Martin - 2020
2020/21,Cody Martin,"1,517,981","1,849,950",2020,Cody Martin - 2020
2020/21,Nicolas Claxton,"1,517,981","1,849,950",2020,Nicolas Claxton - 2020
2020/21,Carsen Edwards,"1,517,981","1,849,950",2020,Carsen Edwards - 2020
2020/21,Bruno Fernando,"1,517,981","1,849,950",2020,Bruno Fernando - 2020
2020/21,Robert Woodard,"1,500,000","1,828,037",2020,Robert Woodard - 2020
2020/21,Damian Jones,"1,487,284","1,812,540",2020,Damian Jones - 2020
2020/21,JR Smith,"1,456,667","1,775,227",2020,JR Smith - 2020
2020/21,Paul Watson,"1,445,697","1,761,858",2020,Paul Watson - 2020
2020/21,Zylan Cheatham,"1,445,697","1,761,858",2020,Zylan Cheatham - 2020
2020/21,Kelan Martin,"1,445,697","1,761,858",2020,Kelan Martin - 2020
2020/21,DaQuan Jeffries,"1,445,697","1,761,858",2020,DaQuan Jeffries - 2020
2020/21,Jae'Sean Tate,"1,445,697","1,761,858",2020,Jae'Sean Tate - 2020
2020/21,Vernon Carey,"1,350,000","1,645,233",2020,Vernon Carey - 2020
2020/21,Xavier Tillman,"1,300,000","1,584,298",2020,Xavier Tillman - 2020
2020/21,Tyrell Terry,"1,289,846","1,571,924",2020,Tyrell Terry - 2020
2020/21,Oshae Brissett,"1,255,493","1,530,058",2020,Oshae Brissett - 2020
2020/21,Moses Brown,"1,250,000","1,523,364",2020,Moses Brown - 2020
2020/21,Sindarius Thornwell,"1,235,889","1,506,167",2020,Sindarius Thornwell - 2020
2020/21,Ersan Ilyasova,"1,194,542","1,455,778",2020,Ersan Ilyasova - 2020
2020/21,Glenn Robinson III,"1,165,322","1,420,167",2020,Glenn Robinson III - 2020
2020/21,Zhaire Smith,"1,068,200","1,301,806",2020,Zhaire Smith - 2020
2020/21,Khyri Thomas,"1,061,283","1,293,376",2020,Khyri Thomas - 2020
2020/21,Guerschon Yabusele,"1,039,080","1,266,317",2020,Guerschon Yabusele - 2020
2020/21,Norvel Pelle,"1,014,905","1,236,854",2020,Norvel Pelle - 2020
2020/21,Jahmi'us Ramsey,"1,000,000","1,218,691",2020,Jahmi'us Ramsey - 2020
2020/21,Lamar Stevens,"1,000,000","1,218,691",2020,Lamar Stevens - 2020
2020/21,Nick Richards,"1,000,000","1,218,691",2020,Nick Richards - 2020
2020/21,Kyle Singler,"999,200","1,217,716",2020,Kyle Singler - 2020
2020/21,Juan Toscano-Anderson,"943,963","1,150,399",2020,Juan Toscano-Anderson - 2020
2020/21,Shaquille Harrison,"915,048","1,115,160",2020,Shaquille Harrison - 2020
2020/21,Chimezie Metu,"910,895","1,110,099",2020,Chimezie Metu - 2020
2020/21,Anthony Gill,"898,310","1,094,762",2020,Anthony Gill - 2020
2020/21,Elijah Hughes,"898,310","1,094,762",2020,Elijah Hughes - 2020
2020/21,Tre Jones,"898,310","1,094,762",2020,Tre Jones - 2020
2020/21,CJ Elleby,"898,310","1,094,762",2020,CJ Elleby - 2020
2020/21,Isaiah Joe,"898,310","1,094,762",2020,Isaiah Joe - 2020
2020/21,Sam Merrill,"898,310","1,094,762",2020,Sam Merrill - 2020
2020/21,Jordan Nwora,"898,310","1,094,762",2020,Jordan Nwora - 2020
2020/21,Daniel Oturu,"898,310","1,094,762",2020,Daniel Oturu - 2020
2020/21,KJ Martin,"898,310","1,094,762",2020,KJ Martin - 2020
2020/21,Deividas Sirvydis,"898,310","1,094,762",2020,Deividas Sirvydis - 2020
2020/21,Iman Shumpert,"803,044","978,662",2020,Iman Shumpert - 2020
2020/21,Theo Pinson,"802,182","977,612",2020,Theo Pinson - 2020
2020/21,Yuta Watanabe,"737,996","899,389",2020,Yuta Watanabe - 2020
2020/21,Tremont Waters,"712,278","868,047",2020,Tremont Waters - 2020
2020/21,Frank Jackson,"699,115","852,004",2020,Frank Jackson - 2020
2020/21,Rayjon Tucker,"693,755","845,473",2020,Rayjon Tucker - 2020
2020/21,Tyler Cook,"693,141","844,724",2020,Tyler Cook - 2020
2020/21,Garrison Mathews,"688,052","838,523",2020,Garrison Mathews - 2020
2020/21,Cole Aldrich,"685,340","835,217",2020,Cole Aldrich - 2020
2020/21,Shaun Livingston,"666,666","812,460",2020,Shaun Livingston - 2020
2020/21,Gabe Vincent,"660,750","805,250",2020,Gabe Vincent - 2020
2020/21,Tacko Fall,"653,924","796,931",2020,Tacko Fall - 2020
2020/21,Max Strus,"647,098","788,612",2020,Max Strus - 2020
2020/21,Alize Johnson,"621,587","757,522",2020,Alize Johnson - 2020
2020/21,Anthony Tolliver,"614,838","749,297",2020,Anthony Tolliver - 2020
2020/21,Paul Reed,"609,128","742,339",2020,Paul Reed - 2020
2020/21,Tim Frazier,"597,463","728,123",2020,Tim Frazier - 2020
2020/21,Jordan Bell,"592,368","721,913",2020,Jordan Bell - 2020
2020/21,Amir Coffey,"578,842","705,429",2020,Amir Coffey - 2020
2020/21,Naji Marshall,"538,391","656,132",2020,Naji Marshall - 2020
2020/21,Kyle Guy,"537,888","655,519",2020,Kyle Guy - 2020
2020/21,Markus Howard,"535,294","652,358",2020,Markus Howard - 2020
2020/21,Skylar Mays,"532,218","648,609",2020,Skylar Mays - 2020
2020/21,Mamadi Diakite,"529,341","645,103",2020,Mamadi Diakite - 2020
2020/21,Nathan Knight,"522,989","637,362",2020,Nathan Knight - 2020
2020/21,Jared Harper,"520,487","634,313",2020,Jared Harper - 2020
2020/21,Saben Lee,"516,836","629,863",2020,Saben Lee - 2020
2020/21,Jarrell Brantley,"510,586","622,246",2020,Jarrell Brantley - 2020
2020/21,Jordan McLaughlin,"503,760","613,928",2020,Jordan McLaughlin - 2020
2020/21,Rondae Hollis-Jefferson,"502,957","612,949",2020,Rondae Hollis-Jefferson - 2020
2020/21,Reggie Perry,"489,148","596,120",2020,Reggie Perry - 2020
2020/21,Trent Forrest,"470,690","573,625",2020,Trent Forrest - 2020
2020/21,Cassius Stanley,"470,690","573,625",2020,Cassius Stanley - 2020
2020/21,Dakari Johnson,"459,414","559,883",2020,Dakari Johnson - 2020
2020/21,Cassius Winston,"449,115","547,332",2020,Cassius Winston - 2020
2020/21,Jalen Harris,"449,115","547,332",2020,Jalen Harris - 2020
2020/21,Quinndary Weatherspoon,"449,115","547,332",2020,Quinndary Weatherspoon - 2020
2020/21,Keita Bates-Diop,"449,115","547,332",2020,Keita Bates-Diop - 2020
2020/21,Keljin Blevins,"449,115","547,332",2020,Keljin Blevins - 2020
2020/21,Ty-Shon Alexander,"449,115","547,332",2020,Ty-Shon Alexander - 2020
2020/21,Josh Hall,"449,115","547,332",2020,Josh Hall - 2020
2020/21,Jaylen Adams,"449,115","547,332",2020,Jaylen Adams - 2020
2020/21,Sean McDermott,"449,115","547,332",2020,Sean McDermott - 2020
2020/21,Killian Tillie,"449,115","547,332",2020,Killian Tillie - 2020
2020/21,Kostas Antetokounmpo,"449,115","547,332",2020,Kostas Antetokounmpo - 2020
2020/21,Devontae Cacok,"449,115","547,332",2020,Devontae Cacok - 2020
2020/21,Jay Scrubb,"449,115","547,332",2020,Jay Scrubb - 2020
2020/21,Nico Mannion,"449,115","547,332",2020,Nico Mannion - 2020
2020/21,Nate Hinton,"449,115","547,332",2020,Nate Hinton - 2020
2020/21,Tyler Bey,"449,115","547,332",2020,Tyler Bey - 2020
2020/21,Marques Bolden,"449,115","547,332",2020,Marques Bolden - 2020
2020/21,Adam Mokoka,"449,115","547,332",2020,Adam Mokoka - 2020
2020/21,Devon Dotson,"449,115","547,332",2020,Devon Dotson - 2020
2020/21,Nate Darling,"449,115","547,332",2020,Nate Darling - 2020
2020/21,Grant Riller,"449,115","547,332",2020,Grant Riller - 2020
2020/21,Chris Chiozza,"449,115","547,332",2020,Chris Chiozza - 2020
2020/21,Yogi Ferrell,"444,149","541,280",2020,Yogi Ferrell - 2020
2020/21,Noah Vonleh,"427,725","521,264",2020,Noah Vonleh - 2020
2020/21,Mason Jones,"424,544","517,387",2020,Mason Jones - 2020
2020/21,Brodric Thomas,"412,202","502,346",2020,Brodric Thomas - 2020
2020/21,Andre Roberson,"411,639","501,660",2020,Andre Roberson - 2020
2020/21,Donta Hall,"376,276","458,563",2020,Donta Hall - 2020
2020/21,Brian Bowen,"375,321","457,400",2020,Brian Bowen - 2020
2020/21,Anzejs Pasecniks,"374,297","456,152",2020,Anzejs Pasecniks - 2020
2020/21,Freddie Gillespie,"363,015","442,403",2020,Freddie Gillespie - 2020
2020/21,AJ Hammons,"350,087","426,648",2020,AJ Hammons - 2020
2020/21,Karim Mane,"344,557","419,908",2020,Karim Mane - 2020
2020/21,Will Magnay,"341,481","416,159",2020,Will Magnay - 2020
2020/21,Greg Whittington,"332,252","404,912",2020,Greg Whittington - 2020
2020/21,Raymond Spalding,"289,156","352,391",2020,Raymond Spalding - 2020
2020/21,Chasson Randle,"279,927","341,144",2020,Chasson Randle - 2020
2020/21,Justin Patton,"267,623","326,149",2020,Justin Patton - 2020
2020/21,Gary Payton II,"249,864","304,507",2020,Gary Payton II - 2020
2020/21,Mike James,"237,648","289,619",2020,Mike James - 2020
2020/21,Charlie Brown,"217,844","265,484",2020,Charlie Brown - 2020
2020/21,Anthony Lamb,"215,330","262,420",2020,Anthony Lamb - 2020
2020/21,Justin Robinson,"198,040","241,349",2020,Justin Robinson - 2020
2020/21,Axel Toupane,"196,872","239,926",2020,Axel Toupane - 2020
2020/21,Henry Ellenson,"168,983","205,938",2020,Henry Ellenson - 2020
2020/21,Ashton Hagans,"166,111","202,438",2020,Ashton Hagans - 2020
2020/21,Isaiah Thomas,"159,698","194,622",2020,Isaiah Thomas - 2020
2020/21,John Henson,"158,907","193,658",2020,John Henson - 2020
2020/21,Armoni Brooks,"135,362","164,964",2020,Armoni Brooks - 2020
2020/21,Jordan Bone,"135,350","164,949",2020,Jordan Bone - 2020
2020/21,Jaylen Hoard,"129,209","157,465",2020,Jaylen Hoard - 2020
2020/21,Justin Anderson,"125,000","152,336",2020,Justin Anderson - 2020
2020/21,Didi Louzada,"123,056","149,967",2020,Didi Louzada - 2020
2020/21,Amida Brimah,"123,056","149,967",2020,Amida Brimah - 2020
2020/21,Troy Williams,"122,741","149,583",2020,Troy Williams - 2020
2020/21,James Nunnally,"107,674","131,221",2020,James Nunnally - 2020
2020/21,Demetrius Jackson,"92,857","113,164",2020,Demetrius Jackson - 2020
2020/21,Dakota Mathias,"86,132","104,968",2020,Dakota Mathias - 2020
2020/21,Malik Fitts,"61,528","74,983",2020,Malik Fitts - 2020
2020/21,Jeremiah Martin,"58,452","71,234",2020,Jeremiah Martin - 2020
2020/21,Jerian Grant,"50,000","60,934",2020,Jerian Grant - 2020
2020/21,Louis King,"49,222","59,986",2020,Louis King - 2020
2020/21,Cameron Oliver,"43,070","52,489",2020,Cameron Oliver - 2020
2020/21,Cam Reynolds,"33,299","40,581",2020,Cam Reynolds - 2020
2020/21,Andrew White,"25,000","30,467",2020,Andrew White - 2020
2020/21,Tyler Hall,"25,000","30,467",2020,Tyler Hall - 2020
2020/21,Elijah Bryant,"24,611","29,993",2020,Elijah Bryant - 2020
2020/21,Caleb Homesley,"20,000","24,373",2020,Caleb Homesley - 2020
2021/22,Stephen Curry,"45,780,966","52,938,707",2021,Stephen Curry - 2021
2021/22,James Harden,"44,310,840","51,238,730",2021,James Harden - 2021
2021/22,John Wall,"44,310,840","51,238,730",2021,John Wall - 2021
2021/22,Russell Westbrook,"44,211,146","51,123,449",2021,Russell Westbrook - 2021
2021/22,Kevin Durant,"42,018,900","48,588,451",2021,Kevin Durant - 2021
2021/22,LeBron James,"41,180,544","47,619,020",2021,LeBron James - 2021
2021/22,Paul George,"39,344,970","45,496,459",2021,Paul George - 2021
2021/22,Damian Lillard,"39,344,900","45,496,378",2021,Damian Lillard - 2021
2021/22,Giannis Antetokounmpo,"39,344,900","45,496,378",2021,Giannis Antetokounmpo - 2021
2021/22,Kawhi Leonard,"39,344,900","45,496,378",2021,Kawhi Leonard - 2021
2021/22,Klay Thompson,"37,980,720","43,918,911",2021,Klay Thompson - 2021
2021/22,Jimmy Butler,"36,016,200","41,647,244",2021,Jimmy Butler - 2021
2021/22,Tobias Harris,"35,995,950","41,623,828",2021,Tobias Harris - 2021
2021/22,Khris Middleton,"35,500,000","41,050,337",2021,Khris Middleton - 2021
2021/22,Anthony Davis,"35,361,360","40,890,021",2021,Anthony Davis - 2021
2021/22,Rudy Gobert,"35,344,828","40,870,904",2021,Rudy Gobert - 2021
2021/22,Kyrie Irving,"35,328,700","40,852,255",2021,Kyrie Irving - 2021
2021/22,Kemba Walker,"34,967,442","40,434,514",2021,Kemba Walker - 2021
2021/22,Bradley Beal,"33,724,200","38,996,895",2021,Bradley Beal - 2021
2021/22,Pascal Siakam,"33,003,936","38,164,020",2021,Pascal Siakam - 2021
2021/22,Ben Simmons,"33,003,936","38,164,020",2021,Ben Simmons - 2021
2021/22,Blake Griffin,"32,405,817","37,472,385",2021,Blake Griffin - 2021
2021/22,Kristaps Porzingis,"31,650,600","36,599,093",2021,Kristaps Porzingis - 2021
2021/22,Devin Booker,"31,650,600","36,599,093",2021,Devin Booker - 2021
2021/22,Karl-Anthony Towns,"31,650,600","36,599,093",2021,Karl-Anthony Towns - 2021
2021/22,Joel Embiid,"31,579,390","36,516,749",2021,Joel Embiid - 2021
2021/22,Andrew Wiggins,"31,579,390","36,516,749",2021,Andrew Wiggins - 2021
2021/22,Kevin Love,"31,258,256","36,145,407",2021,Kevin Love - 2021
2021/22,Jrue Holiday,"31,171,333","36,044,894",2021,Jrue Holiday - 2021
2021/22,Nikola Jokic,"31,044,906","35,898,700",2021,Nikola Jokic - 2021
2021/22,CJ McCollum,"30,864,198","35,689,739",2021,CJ McCollum - 2021
2021/22,Chris Paul,"30,800,000","35,615,504",2021,Chris Paul - 2021
2021/22,D'Angelo Russell,"30,013,500","34,706,036",2021,D'Angelo Russell - 2021
2021/22,Gordon Hayward,"29,925,000","34,603,699",2021,Gordon Hayward - 2021
2021/22,Brandon Ingram,"29,467,800","34,075,017",2021,Brandon Ingram - 2021
2021/22,Jamal Murray,"29,467,800","34,075,017",2021,Jamal Murray - 2021
2021/22,Donovan Mitchell,"28,103,500","32,497,412",2021,Donovan Mitchell - 2021
2021/22,De'Aaron Fox,"28,103,500","32,497,412",2021,De'Aaron Fox - 2021
2021/22,Bam Adebayo,"28,103,500","32,497,412",2021,Bam Adebayo - 2021
2021/22,Jayson Tatum,"28,103,500","32,497,412",2021,Jayson Tatum - 2021
2021/22,Al Horford,"27,000,000","31,221,383",2021,Al Horford - 2021
2021/22,Kyle Lowry,"26,984,128","31,203,029",2021,Kyle Lowry - 2021
2021/22,Jaylen Brown,"26,758,928","30,942,620",2021,Jaylen Brown - 2021
2021/22,DeMar DeRozan,"26,000,000","30,065,035",2021,DeMar DeRozan - 2021
2021/22,Draymond Green,"24,026,712","27,783,229",2021,Draymond Green - 2021
2021/22,Nikola Vucevic,"24,000,000","27,752,340",2021,Nikola Vucevic - 2021
2021/22,Buddy Hield,"23,073,234","26,680,677",2021,Buddy Hield - 2021
2021/22,John Collins,"23,000,000","26,595,993",2021,John Collins - 2021
2021/22,Malcolm Brogdon,"21,700,000","25,092,741",2021,Malcolm Brogdon - 2021
2021/22,Tim Hardaway Jr,"21,306,816","24,638,084",2021,Tim Hardaway Jr - 2021
2021/22,Mike Conley,"21,000,000","24,283,298",2021,Mike Conley - 2021
2021/22,Gary Harris,"20,932,143","24,204,831",2021,Gary Harris - 2021
2021/22,Danilo Gallinari,"20,475,000","23,676,215",2021,Danilo Gallinari - 2021
2021/22,Harrison Barnes,"20,284,091","23,455,458",2021,Harrison Barnes - 2021
2021/22,Jerami Grant,"20,002,500","23,129,841",2021,Jerami Grant - 2021
2021/22,Jarrett Allen,"20,000,000","23,126,950",2021,Jarrett Allen - 2021
2021/22,Julius Randle,"19,800,000","22,895,681",2021,Julius Randle - 2021
2021/22,Fred VanVleet,"19,675,926","22,752,208",2021,Fred VanVleet - 2021
2021/22,Zach LaVine,"19,500,000","22,548,776",2021,Zach LaVine - 2021
2021/22,Goran Dragic,"19,348,907","22,374,060",2021,Goran Dragic - 2021
2021/22,Spencer Dinwiddie,"19,314,284","22,334,024",2021,Spencer Dinwiddie - 2021
2021/22,Bojan Bogdanovic,"18,700,000","21,623,698",2021,Bojan Bogdanovic - 2021
2021/22,Lonzo Ball,"18,604,651","21,513,442",2021,Lonzo Ball - 2021
2021/22,Domantas Sabonis,"18,500,000","21,392,429",2021,Domantas Sabonis - 2021
2021/22,Eric Gordon,"18,218,818","21,067,285",2021,Eric Gordon - 2021
2021/22,Eric Bledsoe,"18,125,000","20,958,799",2021,Eric Bledsoe - 2021
2021/22,Myles Turner,"18,000,000","20,814,255",2021,Myles Turner - 2021
2021/22,Bogdan Bogdanovic,"18,000,000","20,814,255",2021,Bogdan Bogdanovic - 2021
2021/22,Terry Rozier,"17,905,263","20,704,706",2021,Terry Rozier - 2021
2021/22,Ricky Rubio,"17,800,000","20,582,986",2021,Ricky Rubio - 2021
2021/22,Clint Capela,"17,603,448","20,355,703",2021,Clint Capela - 2021
2021/22,Caris LeVert,"17,500,000","20,236,081",2021,Caris LeVert - 2021
2021/22,Jonathan Isaac,"17,400,000","20,120,447",2021,Jonathan Isaac - 2021
2021/22,Joe Harris,"17,357,143","20,070,889",2021,Joe Harris - 2021
2021/22,Evan Fournier,"17,142,857","19,823,100",2021,Evan Fournier - 2021
2021/22,Steven Adams,"17,073,171","19,742,519",2021,Steven Adams - 2021
2021/22,Markelle Fultz,"16,500,000","19,079,734",2021,Markelle Fultz - 2021
2021/22,Aaron Gordon,"16,409,091","18,974,611",2021,Aaron Gordon - 2021
2021/22,Gary Trent Jr,"16,225,000","18,761,738",2021,Gary Trent Jr - 2021
2021/22,OG Anunoby,"16,071,429","18,584,157",2021,OG Anunoby - 2021
2021/22,Davis Bertans,"16,000,000","18,501,560",2021,Davis Bertans - 2021
2021/22,Lauri Markkanen,"15,690,909","18,144,143",2021,Lauri Markkanen - 2021
2021/22,Derrick White,"15,678,571","18,129,876",2021,Derrick White - 2021
2021/22,Duncan Robinson,"15,650,000","18,096,838",2021,Duncan Robinson - 2021
2021/22,Marcus Morris,"15,627,907","18,071,291",2021,Marcus Morris - 2021
2021/22,Will Barton,"15,625,000","18,067,930",2021,Will Barton - 2021
2021/22,Norman Powell,"15,517,242","17,943,324",2021,Norman Powell - 2021
2021/22,Dejounte Murray,"15,428,880","17,841,147",2021,Dejounte Murray - 2021
2021/22,Malik Beasley,"14,491,964","16,757,746",2021,Malik Beasley - 2021
2021/22,Patrick Beverley,"14,320,987","16,560,038",2021,Patrick Beverley - 2021
2021/22,Thaddeus Young,"14,190,000","16,408,571",2021,Thaddeus Young - 2021
2021/22,Jonas Valanciunas,"14,000,000","16,188,865",2021,Jonas Valanciunas - 2021
2021/22,Marcus Smart,"13,839,285","16,003,023",2021,Marcus Smart - 2021
2021/22,Doug McDermott,"13,750,000","15,899,778",2021,Doug McDermott - 2021
2021/22,Christian Wood,"13,666,667","15,803,416",2021,Christian Wood - 2021
2021/22,Derrick Rose,"13,445,120","15,547,231",2021,Derrick Rose - 2021
2021/22,Luke Kennard,"13,347,727","15,434,611",2021,Luke Kennard - 2021
2021/22,Taurean Prince,"13,334,375","15,419,171",2021,Taurean Prince - 2021
2021/22,Brook Lopez,"13,302,325","15,382,110",2021,Brook Lopez - 2021
2021/22,Kentavious Caldwell-Pope,"13,038,862","15,077,455",2021,Kentavious Caldwell-Pope - 2021
2021/22,Joe Ingles,"13,036,364","15,074,567",2021,Joe Ingles - 2021
2021/22,Kyle Kuzma,"13,000,000","15,032,517",2021,Kyle Kuzma - 2021
2021/22,Robert Covington,"12,975,471","15,004,153",2021,Robert Covington - 2021
2021/22,TJ Warren,"12,940,000","14,963,137",2021,TJ Warren - 2021
2021/22,Deandre Ayton,"12,632,950","14,608,080",2021,Deandre Ayton - 2021
2021/22,Terrence Ross,"12,500,000","14,454,344",2021,Terrence Ross - 2021
2021/22,Jordan Clarkson,"12,420,000","14,361,836",2021,Jordan Clarkson - 2021
2021/22,Dillon Brooks,"12,200,000","14,107,439",2021,Dillon Brooks - 2021
2021/22,Kelly Olynyk,"12,195,122","14,101,799",2021,Kelly Olynyk - 2021
2021/22,Nicolas Batum,"12,026,998","13,907,389",2021,Nicolas Batum - 2021
2021/22,Josh Hart,"12,000,000","13,876,170",2021,Josh Hart - 2021
2021/22,Jusuf Nurkic,"12,000,000","13,876,170",2021,Jusuf Nurkic - 2021
2021/22,Kelly Oubre,"12,000,000","13,876,170",2021,Kelly Oubre - 2021
2021/22,Josh Richardson,"11,615,328","13,431,355",2021,Josh Richardson - 2021
2021/22,Marvin Bagley,"11,312,114","13,080,735",2021,Marvin Bagley - 2021
2021/22,DeAndre Jordan,"11,109,327","12,846,241",2021,DeAndre Jordan - 2021
2021/22,Dwight Powell,"11,080,125","12,812,475",2021,Dwight Powell - 2021
2021/22,Devonte Graham,"11,000,000","12,719,822",2021,Devonte Graham - 2021
2021/22,Zion Williamson,"10,733,400","12,411,540",2021,Zion Williamson - 2021
2021/22,Larry Nance Jr,"10,690,909","12,362,406",2021,Larry Nance Jr - 2021
2021/22,Jeremy Lamb,"10,500,000","12,141,649",2021,Jeremy Lamb - 2021
2021/22,Richaun Holmes,"10,384,500","12,008,090",2021,Richaun Holmes - 2021
2021/22,Reggie Jackson,"10,384,500","12,008,090",2021,Reggie Jackson - 2021
2021/22,Al-Farouq Aminu,"10,335,621","11,951,569",2021,Al-Farouq Aminu - 2021
2021/22,Anthony Edwards,"10,245,480","11,847,335",2021,Anthony Edwards - 2021
2021/22,Luka Doncic,"10,174,391","11,765,131",2021,Luka Doncic - 2021
2021/22,Cade Cunningham,"10,050,120","11,621,431",2021,Cade Cunningham - 2021
2021/22,Tomas Satoransky,"10,000,000","11,563,475",2021,Tomas Satoransky - 2021
2021/22,Danny Green,"10,000,000","11,563,475",2021,Danny Green - 2021
2021/22,Tristan Thompson,"9,946,611","11,501,738",2021,Tristan Thompson - 2021
2021/22,Kyle Anderson,"9,937,150","11,490,798",2021,Kyle Anderson - 2021
2021/22,Jae Crowder,"9,720,900","11,240,738",2021,Jae Crowder - 2021
2021/22,Derrick Favors,"9,720,900","11,240,738",2021,Derrick Favors - 2021
2021/22,Serge Ibaka,"9,720,900","11,240,738",2021,Serge Ibaka - 2021
2021/22,Derrick Jones,"9,720,900","11,240,738",2021,Derrick Jones - 2021
2021/22,Montrezl Harrell,"9,720,900","11,240,738",2021,Montrezl Harrell - 2021
2021/22,Ja Morant,"9,603,360","11,104,821",2021,Ja Morant - 2021
2021/22,Alec Burks,"9,536,000","11,026,930",2021,Alec Burks - 2021
2021/22,Reggie Bullock,"9,536,000","11,026,930",2021,Reggie Bullock - 2021
2021/22,Talen Horton-Tucker,"9,500,000","10,985,301",2021,Talen Horton-Tucker - 2021
2021/22,Mason Plumlee,"9,248,333","10,694,287",2021,Mason Plumlee - 2021
2021/22,Jaren Jackson Jr,"9,180,560","10,615,917",2021,Jaren Jackson Jr - 2021
2021/22,James Wiseman,"9,166,800","10,600,006",2021,James Wiseman - 2021
2021/22,Jalen Green,"8,992,080","10,397,969",2021,Jalen Green - 2021
2021/22,De'Anthony Melton,"8,805,976","10,182,768",2021,De'Anthony Melton - 2021
2021/22,Royce O'Neale,"8,800,000","10,175,858",2021,Royce O'Neale - 2021
2021/22,Nerlens Noel,"8,800,000","10,175,858",2021,Nerlens Noel - 2021
2021/22,Jakob Poeltl,"8,750,000","10,118,040",2021,Jakob Poeltl - 2021
2021/22,Maxi Kleber,"8,750,000","10,118,040",2021,Maxi Kleber - 2021
2021/22,Thomas Bryant,"8,666,667","10,021,679",2021,Thomas Bryant - 2021
2021/22,RJ Barrett,"8,623,920","9,972,248",2021,RJ Barrett - 2021
2021/22,Alex Caruso,"8,600,000","9,944,588",2021,Alex Caruso - 2021
2021/22,Delon Wright,"8,526,316","9,859,384",2021,Delon Wright - 2021
2021/22,Dario Saric,"8,510,000","9,840,517",2021,Dario Saric - 2021
2021/22,Monte Morris,"8,449,074","9,770,065",2021,Monte Morris - 2021
2021/22,Tyus Jones,"8,376,286","9,685,897",2021,Tyus Jones - 2021
2021/22,Trae Young,"8,326,471","9,628,294",2021,Trae Young - 2021
2021/22,Daniel Theis,"8,280,351","9,574,963",2021,Daniel Theis - 2021
2021/22,LaMelo Ball,"8,231,760","9,518,775",2021,LaMelo Ball - 2021
2021/22,Seth Curry,"8,207,518","9,490,743",2021,Seth Curry - 2021
2021/22,JaMychal Green,"8,200,000","9,482,049",2021,JaMychal Green - 2021
2021/22,Cedi Osman,"8,133,334","9,404,960",2021,Cedi Osman - 2021
2021/22,Evan Mobley,"8,075,160","9,337,691",2021,Evan Mobley - 2021
2021/22,De'Andre Hunter,"7,775,400","8,991,064",2021,De'Andre Hunter - 2021
2021/22,DJ Augustin,"7,622,467","8,814,220",2021,DJ Augustin - 2021
2021/22,Mo Bamba,"7,568,743","8,752,097",2021,Mo Bamba - 2021
2021/22,Ivica Zubac,"7,518,518","8,694,019",2021,Ivica Zubac - 2021
