Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Temporada,id,Player_Temporada,Salario
279,Jaylen Nowell,22,MIN,SG,62,1,975,16.8,0.581,0.387,0.223,2.4,11.4,6.8,20.2,1.3,1.0,7.4,21.0,2.1,0.7,2.8,0.138,1.5,-0.7,0.8,0.7,0,nowelja01,2021,1629669,Jaylen Nowell - 2021,1782621.0
288,Isaiah Roby,23,OKC,PF,45,28,948,18.3,0.607,0.307,0.359,8.0,15.6,11.8,12.1,1.8,3.3,10.3,19.0,1.8,1.1,2.9,0.147,0.4,0.2,0.6,0.6,0,robyis01,2021,1629676,Isaiah Roby - 2021,
289,Kemba Walker,31,NYK,PG,37,37,948,13.9,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,1.0,0.9,1.8,0.093,0.7,-0.2,0.4,0.6,0,walkeke02,2021,202689,Kemba Walker - 2021,
290,Taj Gibson,36,NYK,C,52,4,946,12.0,0.606,0.229,0.313,9.8,16.3,13.0,4.9,1.2,4.2,12.5,10.0,1.4,1.2,2.7,0.135,-3.0,1.0,-2.0,0.0,0,gibsota01,2021,201959,Taj Gibson - 2021,4910000.0
295,Théo Maledon,20,OKC,PG,51,7,908,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,0.015,-3.7,-0.7,-4.4,-0.6,0,maledth01,2021,1630177,Théo Maledon - 2021,
298,Jordan McLaughlin,25,MIN,PG,62,3,902,13.4,0.535,0.425,0.2,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,1.3,1.0,2.3,0.123,-1.2,1.6,0.4,0.6,0,mclaujo01,2021,1629162,Jordan McLaughlin - 2021,
317,Ty Jerome,24,OKC,SG,48,4,801,11.3,0.488,0.567,0.143,2.4,7.7,5.0,21.3,1.8,0.6,9.6,20.8,0.0,0.5,0.5,0.032,-2.2,-0.2,-2.3,-0.1,0,jeromty01,2021,1629660,Ty Jerome - 2021,2412840.0
319,Quentin Grimes,21,NYK,SG,46,6,786,10.7,0.565,0.804,0.081,3.2,9.8,6.4,8.5,2.0,1.4,10.3,15.1,0.6,0.9,1.4,0.087,-1.2,0.9,-0.3,0.3,0,grimequ01,2021,1629656,Quentin Grimes - 2021,2168640.0
321,Romeo Langford,22,2TM,SG,48,5,771,9.2,0.52,0.445,0.22,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,0.3,1.0,1.3,0.082,-2.3,1.0,-1.4,0.1,0,langfro01,2021,1629641,Romeo Langford - 2021,3804360.0
321,Romeo Langford,22,BOS,SG,44,5,728,9.3,0.52,0.451,0.185,4.6,10.7,7.7,3.6,1.4,2.0,7.4,13.0,0.2,1.0,1.3,0.084,-2.3,1.1,-1.2,0.2,0,langfro01,2021,1629641,Romeo Langford - 2021,3804360.0
321,Romeo Langford,22,SAS,SG,4,0,43,8.1,0.523,0.286,1.143,0.0,9.8,4.9,5.8,1.1,0.0,0.0,10.3,0.0,0.0,0.0,0.053,-3.8,-0.4,-4.2,0.0,0,langfro01,2021,1629641,Romeo Langford - 2021,3804360.0
329,Danuel House Jr.,28,3TM,SF,42,7,727,10.6,0.555,0.591,0.293,2.8,13.8,8.4,8.4,1.4,2.1,12.9,15.2,0.4,0.7,1.0,0.068,-1.3,0.2,-1.1,0.2,0,houseda01,2021,1627863,Danuel House Jr. - 2021,
329,Danuel House Jr.,28,HOU,SF,16,1,233,6.8,0.467,0.459,0.257,1.9,18.5,10.1,11.5,1.0,1.9,17.9,18.3,-0.3,0.1,-0.2,-0.049,-4.8,-0.7,-5.6,-0.2,0,houseda01,2021,1627863,Danuel House Jr. - 2021,
329,Danuel House Jr.,28,NYK,SF,1,0,3,-13.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,-0.342,-12.6,-7.8,-20.4,0.0,0,houseda01,2021,1627863,Danuel House Jr. - 2021,
329,Danuel House Jr.,28,UTA,SF,25,6,491,12.5,0.61,0.667,0.317,3.2,11.7,7.6,7.0,1.6,2.2,9.7,13.8,0.7,0.6,1.3,0.125,0.5,0.7,1.2,0.4,0,houseda01,2021,1627863,Danuel House Jr. - 2021,
330,DeMarcus Cousins,31,2TM,C,48,7,718,18.2,0.567,0.377,0.386,11.7,29.1,20.6,15.2,2.4,2.7,18.3,28.1,0.3,1.3,1.6,0.104,-1.8,0.2,-1.6,0.1,0,couside01,2021,202326,DeMarcus Cousins - 2021,
330,DeMarcus Cousins,31,MIL,C,17,5,287,19.0,0.572,0.407,0.322,9.1,26.8,18.1,9.3,2.7,2.7,10.6,22.4,0.5,0.5,1.0,0.162,-0.3,0.9,0.6,0.2,0,couside01,2021,202326,DeMarcus Cousins - 2021,
330,DeMarcus Cousins,31,DEN,C,31,2,431,17.6,0.565,0.359,0.422,13.4,30.6,22.3,19.1,2.2,2.7,22.0,31.9,-0.2,0.8,0.6,0.065,-2.8,-0.2,-3.1,-0.1,0,couside01,2021,202326,DeMarcus Cousins - 2021,
336,Zeke Nnaji,21,DEN,PF,41,1,698,13.5,0.629,0.43,0.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,1.2,0.6,1.8,0.123,-0.7,-1.6,-2.2,0.0,0,nnajize01,2021,1630192,Zeke Nnaji - 2021,2498760.0
340,Vit Krejci,21,OKC,SG,30,8,690,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,0.042,-4.3,-1.0,-5.3,-0.6,0,krejcvi01,2021,1630249,Vit Krejci - 2021,925.0
343,Davon Reed,26,DEN,SG,48,5,668,12.2,0.624,0.534,0.093,2.4,15.2,9.0,10.7,1.8,1.2,8.7,12.1,0.9,0.7,1.6,0.117,-0.6,0.3,-0.3,0.3,0,reedda01,2021,1628432,Davon Reed - 2021,
344,Derrick Favors,30,OKC,C,39,18,653,13.6,0.534,0.088,0.137,9.0,20.2,14.5,5.9,1.3,1.7,4.5,13.4,0.8,0.7,1.4,0.105,-2.3,0.3,-2.1,0.0,0,favorde01,2021,202324,Derrick Favors - 2021,
349,Derrick Rose,33,NYK,PG,26,4,636,16.9,0.541,0.336,0.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,0.8,0.7,1.4,0.108,2.3,0.0,2.3,0.7,0,rosede01,2021,201565,Derrick Rose - 2021,
359,Mike Muscala,30,OKC,C,43,0,592,19.7,0.63,0.657,0.23,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,1.4,0.7,2.1,0.17,3.8,1.2,5.0,1.1,0,muscami01,2021,203488,Mike Muscala - 2021,3500000.0
361,Aaron Nesmith,22,BOS,SF,52,3,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,0,nesmiaa01,2021,1630174,Aaron Nesmith - 2021,
363,Nerlens Noel,27,NYK,C,25,11,562,11.8,0.581,0.05,0.5,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,0.4,1.0,1.5,0.128,-3.1,3.3,0.3,0.3,0,noelne01,2021,203457,Nerlens Noel - 2021,
364,Jericho Sims,23,NYK,PF,41,5,555,11.6,0.674,0.0,0.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,0.7,0.8,1.5,0.128,-2.8,1.1,-1.7,0.0,0,simsje01,2021,1630579,Jericho Sims - 2021,
372,Josh Okogie,23,MIN,SG,49,6,516,9.0,0.526,0.452,0.49,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,0.1,0.5,0.7,0.062,-3.7,0.9,-2.7,-0.1,0,okogijo01,2021,1629006,Josh Okogie - 2021,4087904.0
379,Lindy Waters III,24,OKC,SG,25,1,465,13.0,0.562,0.834,0.029,1.3,15.0,8.1,8.1,2.0,1.6,5.8,17.5,0.3,0.5,0.8,0.081,-0.8,-0.8,-1.6,0.1,0,waterli01,2021,1630322,Lindy Waters III - 2021,
385,Kelan Martin,26,2TM,SF,30,1,450,9.4,0.484,0.439,0.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,-0.1,0.2,0.0,0.005,-2.6,-1.0,-3.6,-0.2,0,martike03,2021,1629103,Kelan Martin - 2021,
385,Kelan Martin,26,IND,SF,27,1,444,9.7,0.492,0.44,0.077,4.0,9.5,6.7,6.8,1.4,1.8,7.5,18.1,-0.1,0.2,0.1,0.01,-2.4,-0.9,-3.3,-0.1,0,martike03,2021,1629103,Kelan Martin - 2021,
385,Kelan Martin,26,BOS,SF,3,0,6,-11.3,0.0,0.333,0.0,18.5,17.6,18.0,0.0,0.0,0.0,0.0,22.0,-0.1,0.0,0.0,-0.382,-14.7,-10.5,-25.1,0.0,0,martike03,2021,1629103,Kelan Martin - 2021,
387,Juancho Hernangómez,26,3TM,PF,40,9,445,11.5,0.542,0.651,0.321,7.0,17.1,12.2,6.0,1.6,2.0,11.7,13.4,0.3,0.6,0.9,0.095,-0.7,0.1,-0.6,0.2,0,hernaju01,2021,1627823,Juancho Hernangómez - 2021,
387,Juancho Hernangómez,26,BOS,PF,18,0,96,3.8,0.307,0.667,0.333,10.4,17.6,14.1,4.0,2.1,1.9,16.2,17.0,-0.3,0.2,-0.1,-0.05,-6.9,-1.4,-8.3,-0.2,0,hernaju01,2021,1627823,Juancho Hernangómez - 2021,
387,Juancho Hernangómez,26,SAS,PF,5,0,51,9.0,0.451,0.5,0.667,8.2,22.8,15.4,6.9,0.9,1.6,20.5,8.1,0.0,0.1,0.1,0.055,-2.4,-0.1,-2.5,0.0,0,hernaju01,2021,1627823,Juancho Hernangómez - 2021,
387,Juancho Hernangómez,26,UTA,PF,17,9,298,14.5,0.638,0.658,0.288,5.7,16.0,11.0,6.5,1.5,2.1,8.9,13.2,0.6,0.4,0.9,0.149,1.5,0.7,2.2,0.3,0,hernaju01,2021,1627823,Juancho Hernangómez - 2021,
393,Olivier Sarr,22,OKC,C,22,2,421,14.0,0.672,0.287,0.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,0.7,0.3,1.0,0.116,-2.7,-1.3,-4.0,-0.2,0,sarrol01,2021,1630846,Olivier Sarr - 2021,223.0
394,Enes Freedom,29,BOS,C,35,1,411,15.0,0.585,0.052,0.289,16.5,25.4,21.0,2.7,0.6,3.1,15.5,13.9,0.6,0.7,1.4,0.16,-1.2,-0.2,-1.4,0.1,0,kanteen01,2021,202683,Enes Freedom - 2021,
402,Miles McBride,21,NYK,PG,40,2,372,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1.0,-4.5,-0.2,0,mcbrimi01,2021,1630540,Miles McBride - 2021,925.0
417,PJ Dozier,25,DEN,SG,18,0,340,8.7,0.463,0.485,0.131,4.8,15.6,10.3,11.3,1.6,1.6,11.0,15.2,-0.1,0.4,0.3,0.038,-3.0,1.0,-2.0,0.0,0,doziepj01,2021,1628408,PJ Dozier - 2021,
430,Nathan Knight,24,MIN,PF,37,2,267,18.7,0.603,0.148,0.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,0.6,0.3,1.0,0.171,-0.7,0.1,-0.6,0.1,0,knighna01,2021,1630233,Nathan Knight - 2021,
431,Michael Porter Jr.,23,DEN,SF,9,9,265,7.5,0.416,0.466,0.087,3.9,20.4,12.4,8.9,1.9,0.7,10.1,19.7,-0.5,0.3,-0.2,-0.032,-3.9,0.5,-3.5,-0.1,0,portemi01,2021,1629008,Michael Porter Jr. - 2021,
435,Leandro Bolmaro,21,MIN,SF,35,2,241,5.4,0.419,0.333,0.241,6.9,12.3,9.6,11.0,1.2,0.0,17.9,12.6,-0.1,0.2,0.0,0.004,-5.1,-0.7,-5.8,-0.2,0,bolmale01,2021,1630195,Leandro Bolmaro - 2021,2353320.0
436,Jaylen Hoard,22,OKC,SF,7,5,240,18.0,0.536,0.278,0.156,12.7,23.5,18.0,11.6,1.2,1.9,7.7,18.7,0.3,0.3,0.6,0.118,1.2,-2.1,-0.9,0.1,0,hoardja01,2021,1629658,Jaylen Hoard - 2021,
439,Jake Layman,27,MIN,SF,34,1,231,9.0,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11.0,16.4,-0.1,0.2,0.1,0.024,-3.3,-0.6,-3.9,-0.1,0,laymaja01,2021,1627774,Jake Layman - 2021,3940184.0
441,Kevin Knox,22,2TM,SF,30,0,222,10.9,0.491,0.635,0.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20.0,0.1,0.2,0.2,0.047,-1.9,-2.2,-4.1,-0.1,0,knoxke01,2021,1628995,Kevin Knox - 2021,5845978.0
441,Kevin Knox,22,NYK,SF,13,0,111,11.6,0.529,0.7,0.25,7.6,13.8,10.7,4.2,0.9,0.9,10.1,19.5,0.0,0.1,0.1,0.062,0.5,-1.9,-1.4,0.0,0,knoxke01,2021,1628995,Kevin Knox - 2021,5845978.0
441,Kevin Knox,22,ATL,SF,17,0,111,10.1,0.457,0.578,0.267,5.9,15.7,10.8,8.8,0.9,0.8,3.8,20.6,0.0,0.1,0.1,0.031,-4.4,-2.5,-6.9,-0.1,0,knoxke01,2021,1628995,Kevin Knox - 2021,5845978.0
443,Georgios Kalaitzakis,23,2TM,SF,13,4,214,8.6,0.536,0.388,0.448,3.0,7.3,5.1,8.8,2.5,0.9,20.0,20.2,-0.3,0.2,-0.1,-0.024,-5.1,-1.9,-7.0,-0.3,0,kalaige01,2021,1630686,Georgios Kalaitzakis - 2021,499.0
443,Georgios Kalaitzakis,23,MIL,SF,9,0,48,5.8,0.535,0.364,0.818,9.0,8.7,8.8,0.0,1.0,2.0,21.1,16.9,0.0,0.0,0.0,-0.01,-5.8,-2.1,-7.9,-0.1,0,kalaige01,2021,1630686,Georgios Kalaitzakis - 2021,499.0
443,Georgios Kalaitzakis,23,OKC,SF,4,4,166,9.4,0.536,0.393,0.375,1.2,6.9,4.0,11.4,2.9,0.6,19.7,21.1,-0.2,0.2,-0.1,-0.028,-4.9,-1.9,-6.8,-0.2,0,kalaige01,2021,1630686,Georgios Kalaitzakis - 2021,499.0
454,Greg Monroe,31,4TM,C,14,0,195,19.5,0.566,0.0,0.404,16.9,18.8,17.7,16.2,2.0,4.8,15.2,17.3,0.4,0.3,0.7,0.169,-0.3,0.7,0.4,0.1,0,monrogr01,2021,202328,Greg Monroe - 2021,612.0
454,Greg Monroe,31,MIN,C,4,0,81,18.9,0.578,0.0,0.318,7.8,24.4,15.9,28.1,2.3,7.1,21.8,16.6,0.1,0.1,0.3,0.149,-0.3,4.8,4.5,0.1,0,monrogr01,2021,202328,Greg Monroe - 2021,612.0
454,Greg Monroe,31,WAS,C,2,0,18,25.1,0.5,0.0,0.0,43.8,18.2,30.8,9.0,2.7,4.7,20.0,24.7,0.0,0.0,0.1,0.135,-0.1,-4.3,-4.4,0.0,0,monrogr01,2021,202328,Greg Monroe - 2021,612.0
454,Greg Monroe,31,MIL,C,5,0,70,16.0,0.52,0.0,0.409,17.0,14.8,15.9,4.0,2.1,2.8,10.4,17.7,0.1,0.1,0.2,0.119,-2.2,-2.3,-4.5,0.0,0,monrogr01,2021,202328,Greg Monroe - 2021,612.0
454,Greg Monroe,31,UTA,C,3,0,26,27.0,0.743,0.0,1.4,26.1,12.2,19.0,16.7,0.0,3.4,0.0,13.5,0.2,0.0,0.2,0.39,4.6,-0.3,4.4,0.0,0,monrogr01,2021,202328,Greg Monroe - 2021,612.0
455,Mamadi Diakite,25,OKC,PF,13,3,188,11.6,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,0.1,0.3,0.3,0.08,-5.9,0.9,-5.0,-0.1,0,diakima01,2021,1629603,Mamadi Diakite - 2021,
461,Markus Howard,22,DEN,SG,31,0,176,16.1,0.567,0.693,0.228,1.3,6.1,3.8,6.2,2.5,0.0,5.9,29.4,0.1,0.2,0.3,0.082,0.8,-2.0,-1.2,0.0,0,howarma02,2021,1630210,Markus Howard - 2021,462.0
462,Vlatko Čančar,24,DEN,PF,15,1,176,12.7,0.657,0.293,0.341,5.2,14.1,9.8,13.2,0.6,1.5,16.0,14.0,0.3,0.1,0.4,0.114,-0.9,-0.9,-1.7,0.0,0,cancavl01,2021,1628427,Vlatko Čančar - 2021,
464,Zavier Simpson,24,OKC,PG,4,4,174,7.7,0.406,0.154,0.096,1.2,11.4,6.2,25.2,1.4,2.1,15.6,15.9,-0.2,0.1,-0.1,-0.018,-6.0,-1.9,-7.9,-0.3,0,simpsza01,2021,1630285,Zavier Simpson - 2021,37.0
471,Sam Hauser,24,BOS,SF,26,0,158,14.8,0.65,0.88,0.0,3.5,16.0,9.9,9.1,0.3,1.2,3.8,14.5,0.4,0.2,0.6,0.171,2.7,-0.3,2.3,0.2,0,hausesa01,2021,1630573,Sam Hauser - 2021,619.0
472,Paul Watson,27,OKC,SF,9,3,156,5.7,0.432,0.743,0.057,1.9,16.1,8.9,7.2,0.9,1.8,10.0,11.0,-0.1,0.1,0.0,0.001,-4.8,-0.6,-5.4,-0.1,0,watsopa01,2021,1628778,Paul Watson - 2021,
474,Bruno Fernando,23,2TM,C,30,0,152,21.2,0.671,0.036,0.436,13.0,26.6,19.8,7.5,0.3,6.5,17.6,22.4,0.2,0.2,0.4,0.14,-0.4,0.2,-0.1,0.1,0,fernabr01,2021,1628981,Bruno Fernando - 2021,1782621.0
474,Bruno Fernando,23,BOS,C,20,0,58,12.6,0.586,0.071,0.357,13.4,14.6,14.0,9.6,0.0,4.7,23.6,16.1,0.0,0.1,0.1,0.102,-3.2,0.4,-2.8,0.0,0,fernabr01,2021,1628981,Bruno Fernando - 2021,1782621.0
474,Bruno Fernando,23,HOU,C,10,0,94,26.5,0.699,0.024,0.463,12.8,34.1,23.4,6.3,0.5,7.6,15.4,26.3,0.2,0.1,0.3,0.164,1.3,0.2,1.5,0.1,0,fernabr01,2021,1628981,Bruno Fernando - 2021,1782621.0
488,Melvin Frazier,25,OKC,SG,3,0,120,-0.4,0.313,0.438,0.146,4.2,7.0,5.6,1.2,0.4,0.0,5.5,19.5,-0.4,0.0,-0.4,-0.16,-9.7,-6.7,-16.4,-0.4,0,frazime01,2021,204025,Melvin Frazier - 2021,13.0
490,Jabari Parker,26,BOS,PF,12,0,112,14.8,0.632,0.421,0.237,5.0,21.7,13.5,7.9,1.8,0.8,16.0,19.6,0.1,0.2,0.3,0.141,-0.3,1.1,0.7,0.1,0,parkeja01,2021,203953,Jabari Parker - 2021,1168286.0
496,Luke Kornet,26,3TM,C,15,0,103,16.6,0.506,0.185,0.222,14.0,16.4,15.2,12.4,1.4,2.6,0.0,12.7,0.2,0.2,0.4,0.194,-0.9,0.4,-0.5,0.0,0,kornelu01,2021,1628436,Luke Kornet - 2021,
496,Luke Kornet,26,CLE,C,2,0,15,8.7,0.316,0.2,0.6,15.1,7.2,11.1,8.8,0.0,5.9,0.0,18.6,0.0,0.0,0.0,0.008,-6.7,-3.2,-9.9,0.0,0,kornelu01,2021,1628436,Luke Kornet - 2021,
496,Luke Kornet,26,MIL,C,1,0,3,-5.0,0.0,0.0,0.0,36.1,0.0,17.7,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,-0.154,-14.2,-10.5,-24.7,0.0,0,kornelu01,2021,1628436,Luke Kornet - 2021,
496,Luke Kornet,26,BOS,C,12,0,85,18.8,0.582,0.19,0.143,13.0,18.6,15.9,13.5,1.8,2.1,0.0,11.6,0.3,0.2,0.4,0.239,0.6,1.4,2.1,0.1,0,kornelu01,2021,1628436,Luke Kornet - 2021,
497,Chris Silva,25,2TM,PF,10,0,91,11.6,0.641,0.0,0.8,16.5,28.2,22.4,10.6,0.0,1.2,28.3,13.8,0.1,0.1,0.3,0.137,-5.0,0.1,-4.9,-0.1,0,silvach01,2021,1629735,Chris Silva - 2021,479.0
497,Chris Silva,25,MIN,PF,1,0,3,3.8,0.0,0.0,0.0,0.0,36.6,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,-5.3,-0.5,-5.8,0.0,0,silvach01,2021,1629735,Chris Silva - 2021,479.0
497,Chris Silva,25,MIA,PF,9,0,88,11.9,0.641,0.0,0.8,17.0,27.9,22.6,10.9,0.0,1.2,28.3,14.3,0.1,0.1,0.3,0.14,-5.0,0.1,-4.9,-0.1,0,silvach01,2021,1629735,Chris Silva - 2021,479.0
502,Bol Bol,22,DEN,PF,14,0,81,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12.0,18.0,0.0,0.1,0.1,0.065,-0.5,-0.4,-1.0,0.0,0,bolbo01,2021,1629626,Bol Bol - 2021,2161152.0
504,Ryan Arcidiacono,27,NYK,PG,10,0,76,6.1,0.667,0.75,0.0,0.0,11.5,5.7,7.5,0.7,0.0,20.0,8.6,0.0,0.1,0.1,0.052,-4.6,0.0,-4.6,-0.1,0,arcidry01,2021,1627853,Ryan Arcidiacono - 2021,774.0
510,Rayjon Tucker,24,2TM,SG,5,0,71,17.7,0.869,0.556,0.778,4.7,7.5,6.1,18.1,2.7,0.0,7.6,7.9,0.3,0.1,0.4,0.243,2.3,1.2,3.5,0.1,0,tuckera01,2021,1629730,Rayjon Tucker - 2021,220.0
510,Rayjon Tucker,24,DEN,SG,3,0,29,13.6,0.798,1.0,2.0,4.0,11.2,7.7,16.7,1.7,0.0,0.0,5.7,0.1,0.0,0.1,0.213,0.6,1.3,1.9,0.0,0,tuckera01,2021,1629730,Rayjon Tucker - 2021,220.0
510,Rayjon Tucker,24,MIL,SG,2,0,42,20.5,0.901,0.429,0.429,5.2,4.9,5.1,19.1,3.4,0.0,10.7,9.5,0.2,0.0,0.2,0.264,3.5,1.1,4.6,0.1,0,tuckera01,2021,1629730,Rayjon Tucker - 2021,220.0
516,Malik Fitts,24,2TM,PF,15,0,63,10.7,0.553,0.526,0.0,3.5,25.2,14.7,12.7,0.0,0.0,9.5,14.6,0.1,0.1,0.1,0.097,-0.6,-0.5,-1.1,0.0,0,fittsma01,2021,1630238,Malik Fitts - 2021,630.0
516,Malik Fitts,24,UTA,PF,7,0,35,-1.6,0.333,0.444,0.0,0.0,30.3,15.6,0.0,0.0,0.0,18.2,13.7,-0.1,0.0,-0.1,-0.104,-7.9,-1.9,-9.8,-0.1,0,fittsma01,2021,1630238,Malik Fitts - 2021,630.0
516,Malik Fitts,24,BOS,PF,8,0,28,26.1,0.75,0.6,0.0,7.9,18.8,13.5,28.6,0.0,0.0,0.0,15.7,0.2,0.0,0.2,0.348,8.6,1.2,9.8,0.1,0,fittsma01,2021,1630238,Malik Fitts - 2021,630.0
518,Brodric Thomas,25,BOS,SG,12,0,60,10.0,0.52,0.5,0.278,3.7,14.1,9.0,26.0,0.8,1.5,22.9,19.2,0.0,0.1,0.1,0.052,-3.6,0.8,-2.8,0.0,0,thomabr01,2021,1630271,Brodric Thomas - 2021,462.0
521,James Ennis III,31,3TM,SF,7,0,56,17.7,0.553,0.333,0.208,9.9,13.1,11.6,7.4,1.7,3.1,7.1,22.0,0.1,0.1,0.1,0.114,-0.1,-1.0,-1.1,0.0,0,ennisja01,2021,203516,James Ennis III - 2021,
521,James Ennis III,31,BRK,SF,2,0,14,14.7,0.357,0.286,0.0,16.0,22.7,19.4,0.0,3.5,6.4,0.0,21.5,0.0,0.0,0.0,0.034,-0.5,-0.6,-1.1,0.0,0,ennisja01,2021,203516,James Ennis III - 2021,
521,James Ennis III,31,LAC,SF,2,0,28,26.3,0.784,0.364,0.364,7.8,11.0,9.5,0.0,1.7,3.0,7.3,21.6,0.1,0.0,0.2,0.277,3.7,0.3,4.0,0.0,0,ennisja01,2021,203516,James Ennis III - 2021,
521,James Ennis III,31,DEN,SF,3,0,14,3.7,0.311,0.333,0.167,8.2,7.7,8.0,29.8,0.0,0.0,13.4,23.3,0.0,0.0,0.0,-0.134,-7.2,-4.0,-11.1,0.0,0,ennisja01,2021,203516,James Ennis III - 2021,
522,Gabriel Deck,26,OKC,PF,7,0,56,11.5,0.643,0.286,0.0,1.8,9.3,5.5,13.7,0.9,0.0,12.5,12.3,0.1,0.0,0.1,0.08,-1.2,-1.3,-2.5,0.0,0,deckga01,2021,1630466,Gabriel Deck - 2021,1690507.0
535,Nik Stauskas,28,2TM,SG,8,0,39,10.5,0.541,0.714,0.429,3.0,5.7,4.4,7.3,0.0,0.0,5.7,20.0,0.0,0.0,0.1,0.078,-0.9,-2.7,-3.6,0.0,0,stausni01,2021,203917,Nik Stauskas - 2021,534.0
535,Nik Stauskas,28,MIA,SG,2,0,24,13.1,0.564,0.5,0.5,4.8,9.3,7.1,6.0,0.0,0.0,0.0,18.1,0.1,0.0,0.1,0.142,0.0,-1.3,-1.3,0.0,0,stausni01,2021,203917,Nik Stauskas - 2021,534.0
535,Nik Stauskas,28,BOS,SG,6,0,15,6.2,0.509,1.0,0.333,0.0,0.0,0.0,9.4,0.0,0.0,12.7,23.1,0.0,0.0,0.0,-0.025,-2.4,-4.8,-7.3,0.0,0,stausni01,2021,203917,Nik Stauskas - 2021,534.0
538,Petr Cornelie,26,DEN,PF,13,0,38,9.6,0.418,0.533,0.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24.0,-0.1,0.0,0.0,-0.015,-6.1,-2.7,-8.8,-0.1,0,cornepe01,2021,1627822,Petr Cornelie - 2021,218.0
539,Justin Jackson,26,2TM,SF,7,0,37,7.7,0.472,0.6,0.133,3.0,16.9,10.1,7.1,0.0,0.0,5.9,19.7,0.0,0.0,0.0,0.032,-2.2,-1.1,-3.3,0.0,0,jacksju01,2021,1628382,Justin Jackson - 2021,308.0
539,Justin Jackson,26,BOS,SF,1,0,2,22.7,0.532,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,0.0,0.0,0.0,0.251,1.9,-4.4,-2.5,0.0,0,jacksju01,2021,1628382,Justin Jackson - 2021,308.0
539,Justin Jackson,26,PHO,SF,6,0,35,6.8,0.464,0.643,0.0,3.1,17.9,10.7,7.5,0.0,0.0,6.7,18.4,0.0,0.0,0.0,0.019,-2.5,-0.9,-3.4,0.0,0,jacksju01,2021,1628382,Justin Jackson - 2021,308.0
544,Juwan Morgan,24,2TM,PF,2,0,31,8.3,0.833,0.667,0.0,6.6,7.4,7.0,4.2,0.0,0.0,0.0,4.1,0.1,0.0,0.1,0.124,-3.3,-3.9,-7.1,0.0,0,morgaju01,2021,1629752,Juwan Morgan - 2021,211.0
544,Juwan Morgan,24,TOR,PF,1,0,27,9.5,0.833,0.667,0.0,7.6,8.5,8.0,4.8,0.0,0.0,0.0,4.8,0.1,0.0,0.1,0.139,-3.2,-4.2,-7.3,0.0,0,morgaju01,2021,1629752,Juwan Morgan - 2021,211.0
544,Juwan Morgan,24,BOS,PF,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,-4.0,-2.0,-6.0,0.0,0,morgaju01,2021,1629752,Juwan Morgan - 2021,211.0
550,Carlik Jones,24,2TM,PG,5,0,23,-1.8,0.202,0.111,0.222,4.8,9.7,7.3,26.7,2.2,0.0,23.3,25.1,-0.2,0.0,-0.1,-0.285,-11.3,-4.2,-15.5,-0.1,0,jonesca03,2021,1630637,Carlik Jones - 2021,106.0
