Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Temporada,full_name,id
103.0,Josh Giddey,21.0,OKC,SG,80.0,80.0,2011.0,16.6,0.547,0.287,0.146,6.4,21.5,14.2,26.6,1.2,2.0,15.7,23.1,1.4,2.9,4.3,0.102,1.0,0.4,1.5,1.8,,giddejo01,2023,Josh Giddey,1630581.0
108.0,Immanuel Quickley,24.0,2TM,SG,68.0,38.0,1985.0,16.7,0.577,0.484,0.274,0.9,13.7,7.2,24.6,1.2,0.5,9.2,23.8,3.5,1.2,4.7,0.115,2.2,-0.9,1.3,1.7,,quickim01,2023,Immanuel Quickley,1630193.0
108.0,Immanuel Quickley,24.0,NYK,SG,30.0,0.0,720.0,17.1,0.598,0.484,0.281,0.8,11.3,6.0,15.9,1.1,0.4,7.6,24.4,1.6,0.6,2.2,0.149,2.7,-0.2,2.5,0.8,,quickim01,2023,Immanuel Quickley,1630193.0
108.0,Immanuel Quickley,24.0,TOR,PG,38.0,38.0,1265.0,16.5,0.564,0.485,0.27,1.0,15.1,7.9,29.5,1.3,0.5,10.1,23.5,1.9,0.6,2.5,0.095,1.9,-1.3,0.6,0.8,,quickim01,2023,Immanuel Quickley,1630193.0
110.0,Naz Reid,24.0,MIN,PF,81.0,14.0,1964.0,16.0,0.595,0.479,0.174,4.4,19.3,12.2,8.3,1.6,3.3,10.8,23.1,1.1,3.8,4.9,0.12,0.4,1.1,1.5,1.7,6MOY-1,reidna01,2023,Naz Reid,1629675.0
119.0,Nickeil Alexander-Walker,25.0,MIN,SG,82.0,20.0,1921.0,10.9,0.578,0.623,0.121,2.2,7.5,4.9,14.5,1.6,1.9,11.8,14.8,1.5,2.8,4.3,0.107,-1.1,1.3,0.2,1.1,,alexani01,2023,Nickeil Alexander-Walker,1629638.0
124.0,Isaiah Hartenstein,25.0,NYK,C,75.0,49.0,1896.0,18.9,0.67,0.008,0.43,14.4,22.7,18.5,13.5,2.3,4.2,17.6,12.0,4.6,3.5,8.1,0.204,0.7,2.8,3.5,2.6,,harteis01,2023,Isaiah Hartenstein,1628392.0
132.0,Jamal Murray,26.0,DEN,PG,59.0,59.0,1861.0,20.7,0.586,0.346,0.187,2.6,11.6,7.2,31.2,1.5,1.8,10.5,27.9,3.8,2.1,5.9,0.153,4.5,-0.4,4.1,2.9,,murraja01,2023,Jamal Murray,1627750.0
133.0,RJ Barrett,23.0,2TM,SG,58.0,58.0,1838.0,16.4,0.58,0.284,0.331,3.1,16.0,9.5,16.7,0.8,1.1,11.1,26.5,1.6,1.2,2.9,0.075,0.7,-1.5,-0.8,0.6,,barrerj01,2023,RJ Barrett,1629628.0
133.0,RJ Barrett,23.0,NYK,SG,26.0,26.0,766.0,14.3,0.536,0.335,0.32,2.8,13.5,8.1,12.8,0.8,1.1,9.6,27.6,0.4,0.7,1.1,0.07,-0.3,-1.7,-2.0,0.0,,barrerj01,2023,RJ Barrett,1629628.0
133.0,RJ Barrett,23.0,TOR,SG,32.0,32.0,1072.0,17.8,0.615,0.244,0.339,3.4,17.8,10.5,19.5,0.9,1.1,12.3,25.7,1.2,0.5,1.7,0.078,1.5,-1.4,0.1,0.6,,barrerj01,2023,RJ Barrett,1629628.0
137.0,Payton Pritchard,26.0,BOS,PG,82.0,5.0,1825.0,15.3,0.597,0.602,0.088,4.3,11.1,7.8,20.7,1.1,0.3,8.5,17.2,4.2,1.9,6.1,0.16,1.3,-0.2,1.0,1.4,,pritcpa01,2023,Payton Pritchard,1630202.0
140.0,Reggie Jackson,33.0,DEN,PG,82.0,23.0,1817.0,11.7,0.521,0.376,0.13,2.1,7.2,4.7,23.0,1.2,0.6,11.7,21.7,0.6,1.5,2.1,0.056,-1.8,-1.5,-3.2,-0.6,,jacksre01,2023,Reggie Jackson,202704.0
145.0,Kyle Anderson,30.0,MIN,PF,79.0,10.0,1782.0,12.7,0.513,0.111,0.316,4.0,13.0,8.7,25.0,2.0,2.3,15.6,14.5,1.4,3.1,4.5,0.121,-1.6,2.7,1.1,1.4,,anderky01,2023,Kyle Anderson,203937.0
152.0,Sam Hauser,26.0,BOS,SF,79.0,13.0,1741.0,13.0,0.629,0.833,0.034,2.9,13.7,8.6,6.2,1.1,1.3,5.3,15.0,2.7,2.1,4.9,0.134,1.2,0.0,1.2,1.4,,hausesa01,2023,Sam Hauser,1630573.0
153.0,Al Horford,37.0,BOS,C,65.0,33.0,1740.0,15.0,0.65,0.616,0.072,5.3,19.7,12.8,12.3,1.1,3.1,10.0,12.0,3.5,2.7,6.2,0.172,1.7,2.0,3.6,2.5,,horfoal01,2023,Al Horford,201143.0
157.0,OG Anunoby,26.0,2TM,SF,50.0,50.0,1702.0,12.8,0.595,0.463,0.154,3.0,10.6,6.8,9.0,2.0,1.9,11.6,17.6,1.1,1.5,2.6,0.073,-1.0,0.5,-0.6,0.6,,anunoog01,2023,,
157.0,OG Anunoby,26.0,TOR,SF,27.0,27.0,900.0,12.6,0.598,0.508,0.143,2.9,10.2,6.5,11.4,1.5,1.3,11.2,18.2,0.6,0.4,1.0,0.052,-0.8,-0.7,-1.6,0.1,,anunoog01,2023,,
157.0,OG Anunoby,26.0,NYK,SF,23.0,23.0,802.0,13.0,0.591,0.406,0.168,3.2,11.1,7.1,6.2,2.5,2.7,12.1,16.8,0.5,1.1,1.6,0.097,-1.3,1.8,0.6,0.5,,anunoog01,2023,,
160.0,Cason Wallace,20.0,OKC,SG,82.0,13.0,1692.0,12.0,0.612,0.529,0.084,3.6,8.6,6.2,8.9,2.2,2.0,8.9,12.9,1.9,2.1,4.0,0.115,-0.9,1.0,0.1,0.9,,wallaca01,2023,,
161.0,Kristaps Porziņģis,28.0,BOS,C,57.0,57.0,1690.0,23.2,0.647,0.39,0.402,6.5,19.1,13.1,10.0,1.2,5.8,9.1,25.1,4.9,3.0,7.9,0.226,3.5,1.6,5.1,3.0,,porzikr01,2023,,
167.0,Christian Braun,22.0,DEN,SG,82.0,4.0,1655.0,12.1,0.554,0.34,0.277,5.4,14.8,10.2,10.2,1.3,1.8,9.2,15.7,1.5,2.0,3.4,0.1,-1.7,-0.2,-1.9,0.0,,braunch01,2023,Christian Braun,1631128.0
170.0,Julius Randle,29.0,NYK,PF,46.0,46.0,1630.0,18.9,0.569,0.292,0.361,6.8,22.4,14.6,22.8,0.8,0.7,14.1,29.9,1.9,1.9,3.8,0.113,2.2,-0.3,1.9,1.6,AS,randlju01,2023,Julius Randle,203944.0
171.0,Precious Achiuwa,24.0,2TM,PF,74.0,18.0,1624.0,14.6,0.545,0.207,0.239,13.0,20.5,16.7,8.4,1.4,3.9,13.8,15.9,1.2,2.2,3.4,0.102,-1.7,0.3,-1.4,0.2,,achiupr01,2023,Precious Achiuwa,1630173.0
171.0,Precious Achiuwa,24.0,TOR,C,25.0,0.0,437.0,15.0,0.512,0.276,0.247,12.3,22.1,17.1,14.5,1.8,2.4,13.3,21.2,0.0,0.4,0.4,0.048,-1.4,-0.2,-1.6,0.0,,achiupr01,2023,Precious Achiuwa,1630173.0
171.0,Precious Achiuwa,24.0,NYK,PF,49.0,18.0,1187.0,14.5,0.564,0.167,0.234,13.3,19.9,16.6,6.2,1.3,4.4,14.1,14.0,1.2,1.8,3.0,0.122,-1.9,0.5,-1.4,0.2,,achiupr01,2023,Precious Achiuwa,1630173.0
188.0,Peyton Watson,21.0,DEN,SF,80.0,4.0,1488.0,11.8,0.539,0.34,0.237,4.3,14.6,9.6,7.4,1.4,5.0,10.5,16.2,0.3,2.2,2.5,0.079,-3.0,0.8,-2.2,-0.1,,watsope01,2023,Peyton Watson,1631212.0
191.0,Bojan Bogdanović,34.0,2TM,PF,57.0,27.0,1478.0,12.6,0.581,0.49,0.219,1.6,10.0,5.7,10.3,1.0,0.3,11.9,24.6,0.3,0.7,1.1,0.034,-0.7,-2.5,-3.2,-0.4,6MOY-9,bogdabo02,2023,,
191.0,Bojan Bogdanović,34.0,DET,PF,28.0,27.0,921.0,14.1,0.6,0.487,0.245,1.5,10.0,5.7,12.2,1.2,0.4,11.8,24.7,0.5,0.3,0.8,0.042,0.3,-2.5,-2.1,0.0,,bogdabo02,2023,,
191.0,Bojan Bogdanović,34.0,NYK,SF,29.0,0.0,557.0,10.1,0.549,0.496,0.176,1.8,9.9,5.8,7.1,0.6,0.2,12.1,24.3,-0.2,0.4,0.2,0.021,-2.4,-2.5,-4.9,-0.4,,bogdabo02,2023,,
195.0,Isaiah Joe,24.0,OKC,SG,78.0,1.0,1445.0,13.4,0.626,0.728,0.107,2.6,11.0,6.9,8.9,1.5,1.4,8.5,16.6,1.9,1.6,3.5,0.116,1.1,-0.3,0.9,1.0,,joeis01,2023,Isaiah Joe,1630198.0
209.0,Miles McBride,23.0,NYK,PG,68.0,14.0,1328.0,13.1,0.59,0.586,0.11,2.6,5.9,4.2,12.2,1.9,0.5,5.9,16.4,2.4,1.3,3.6,0.131,-0.4,0.4,-0.1,0.6,,mcbrimi01,2023,Miles McBride,1630540.0
222.0,Gordon Hayward,33.0,2TM,SF,51.0,28.0,1245.0,12.8,0.548,0.223,0.298,3.4,13.0,8.1,18.3,1.6,1.0,12.6,18.4,0.6,0.9,1.5,0.058,-1.6,-0.5,-2.1,0.0,,haywago01,2023,Gordon Hayward,202330.0
222.0,Gordon Hayward,33.0,CHO,SF,25.0,25.0,798.0,14.2,0.544,0.205,0.273,3.4,13.4,8.2,22.1,1.7,1.4,13.3,21.2,0.3,0.4,0.7,0.041,-1.2,-0.6,-1.8,0.0,,haywago01,2023,Gordon Hayward,202330.0
222.0,Gordon Hayward,33.0,OKC,SF,26.0,3.0,447.0,10.3,0.56,0.274,0.368,3.4,12.2,8.0,11.5,1.3,0.2,10.9,13.4,0.4,0.5,0.8,0.088,-2.4,-0.2,-2.6,-0.1,,haywago01,2023,Gordon Hayward,202330.0
224.0,Aaron Wiggins,25.0,OKC,SG,78.0,4.0,1228.0,15.6,0.664,0.334,0.188,5.7,11.0,8.4,9.3,2.2,1.4,12.1,16.4,2.1,1.6,3.7,0.144,0.4,0.4,0.7,0.8,,wiggiaa01,2023,Aaron Wiggins,1630598.0
227.0,Alec Burks,32.0,2TM,SG,66.0,1.0,1212.0,12.9,0.536,0.58,0.293,2.2,11.8,6.9,10.7,1.1,0.9,7.0,24.4,0.7,0.7,1.4,0.054,-0.3,-2.0,-2.3,-0.1,,burksal01,2023,Alec Burks,202692.0
227.0,Alec Burks,32.0,DET,SG,43.0,0.0,901.0,15.1,0.581,0.608,0.33,1.9,11.8,6.8,11.2,1.1,1.0,6.4,23.5,1.3,0.4,1.7,0.092,1.3,-1.7,-0.4,0.4,,burksal01,2023,Alec Burks,202692.0
227.0,Alec Burks,32.0,NYK,SG,23.0,1.0,311.0,6.5,0.42,0.509,0.202,2.9,11.6,7.2,9.2,1.1,0.3,8.3,26.9,-0.6,0.3,-0.4,-0.055,-4.9,-3.0,-7.8,-0.5,,burksal01,2023,Alec Burks,202692.0
230.0,Vasilije Micić,30.0,2TM,PG,60.0,21.0,1176.0,10.7,0.524,0.416,0.203,1.3,7.1,4.2,31.1,1.3,0.6,19.7,18.8,-0.1,0.4,0.4,0.015,-2.5,-2.2,-4.6,-0.8,,micicva01,2023,,
230.0,Vasilije Micić,30.0,OKC,PG,30.0,0.0,361.0,8.0,0.498,0.495,0.209,0.3,6.8,3.7,25.7,1.2,0.8,22.6,15.4,-0.1,0.3,0.2,0.021,-3.9,-1.4,-5.3,-0.3,,micicva01,2023,,
230.0,Vasilije Micić,30.0,CHO,PG,30.0,21.0,815.0,11.9,0.532,0.391,0.201,1.7,7.3,4.4,33.5,1.3,0.5,18.7,20.3,0.1,0.1,0.2,0.012,-1.9,-2.5,-4.4,-0.5,,micicva01,2023,,
255.0,Dalano Banton,24.0,2TM,PG,54.0,9.0,1047.0,13.3,0.504,0.398,0.24,4.2,15.2,9.5,19.4,1.6,1.7,12.2,25.7,-0.4,0.9,0.5,0.024,-0.7,-0.6,-1.3,0.2,,bantoda01,2023,Dalano Banton,1630625.0
255.0,Dalano Banton,24.0,BOS,PG,24.0,1.0,171.0,9.9,0.468,0.314,0.392,7.9,13.9,11.0,13.9,1.4,1.5,14.3,17.8,0.0,0.2,0.2,0.063,-4.7,0.6,-4.1,-0.1,,bantoda01,2023,Dalano Banton,1630625.0
255.0,Dalano Banton,24.0,POR,PG,30.0,8.0,876.0,14.0,0.508,0.408,0.223,3.5,15.5,9.1,20.5,1.6,1.8,12.0,27.2,-0.4,0.7,0.3,0.016,0.1,-0.9,-0.8,0.3,,bantoda01,2023,Dalano Banton,1630625.0
258.0,Kenrich Williams,29.0,OKC,PF,69.0,1.0,1029.0,11.9,0.568,0.504,0.05,6.9,15.4,11.3,11.4,1.8,0.8,10.1,13.4,1.1,1.3,2.5,0.115,-1.1,0.3,-0.8,0.3,,willike04,2023,Kenrich Williams,1629026.0
260.0,Quentin Grimes,23.0,2TM,SG,51.0,18.0,1025.0,8.9,0.516,0.732,0.137,1.6,9.3,5.5,8.7,1.7,0.6,7.5,15.8,0.3,1.0,1.3,0.06,-2.6,0.4,-2.2,-0.1,,grimequ01,2023,Quentin Grimes,1629656.0
260.0,Quentin Grimes,23.0,NYK,SG,45.0,18.0,910.0,9.5,0.543,0.741,0.119,1.7,9.2,5.4,7.8,1.7,0.3,6.5,15.3,0.7,0.9,1.5,0.081,-1.9,0.4,-1.5,0.1,,grimequ01,2023,Quentin Grimes,1629656.0
260.0,Quentin Grimes,23.0,DET,SG,6.0,0.0,115.0,3.9,0.342,0.667,0.262,1.0,10.9,5.8,15.8,2.1,3.0,13.0,20.0,-0.4,0.1,-0.3,-0.109,-7.8,-0.4,-8.1,-0.2,,grimequ01,2023,Quentin Grimes,1629656.0
270.0,Tre Mann,22.0,2TM,PG,41.0,28.0,987.0,13.7,0.559,0.399,0.187,2.2,15.0,8.5,24.1,2.5,0.3,16.0,18.2,0.4,0.8,1.2,0.058,-1.7,0.4,-1.3,0.2,,manntr01,2023,Tre Mann,1630544.0
270.0,Tre Mann,22.0,OKC,PG,13.0,0.0,119.0,14.2,0.606,0.475,0.025,3.9,18.0,11.2,22.3,1.2,0.0,18.2,18.0,0.1,0.1,0.3,0.102,0.4,-0.2,0.1,0.1,,manntr01,2023,Tre Mann,1630544.0
270.0,Tre Mann,22.0,CHO,PG,28.0,28.0,868.0,13.7,0.552,0.388,0.21,2.0,14.6,8.1,24.3,2.7,0.3,15.7,18.2,0.3,0.6,0.9,0.052,-2.0,0.5,-1.5,0.1,,manntr01,2023,Tre Mann,1630544.0
272.0,Luke Kornet,28.0,BOS,C,63.0,7.0,983.0,19.8,0.736,0.005,0.266,13.5,15.1,14.3,8.9,1.2,5.5,8.5,11.0,3.5,1.6,5.1,0.248,1.6,1.8,3.4,1.3,,kornelu01,2023,Luke Kornet,1628436.0
274.0,Xavier Tillman Sr.,25.0,2TM,PF,54.0,15.0,974.0,12.2,0.472,0.29,0.179,7.7,16.1,11.8,11.3,2.6,4.2,10.1,14.8,-0.1,1.6,1.4,0.071,-3.1,1.9,-1.2,0.2,,tillmxa01,2023,,
274.0,Xavier Tillman Sr.,25.0,MEM,C,34.0,13.0,700.0,11.8,0.44,0.249,0.202,8.4,16.4,12.3,12.1,2.9,4.7,11.1,16.0,-0.5,1.2,0.6,0.043,-3.8,2.1,-1.7,0.1,,tillmxa01,2023,,
274.0,Xavier Tillman Sr.,25.0,BOS,PF,20.0,2.0,274.0,13.3,0.579,0.424,0.106,5.8,15.1,10.6,9.3,1.6,2.9,6.7,11.8,0.4,0.4,0.8,0.142,-1.3,1.3,0.0,0.1,,tillmxa01,2023,,
283.0,Jaylin Williams,21.0,OKC,C,69.0,1.0,897.0,12.7,0.561,0.632,0.18,4.7,23.7,14.5,15.0,1.5,2.8,12.1,13.5,1.0,1.5,2.4,0.13,-0.8,1.9,1.1,0.7,,willija07,2023,Jaylin Williams,1631119.0
289.0,Malachi Flynn,25.0,3TM,PG,69.0,0.0,876.0,11.9,0.533,0.52,0.218,2.6,12.0,7.2,21.1,2.1,0.8,15.0,20.4,-0.1,0.6,0.5,0.029,-2.0,-0.2,-2.2,0.0,,flynnma01,2023,Malachi Flynn,1630201.0
289.0,Malachi Flynn,25.0,TOR,PG,31.0,0.0,474.0,10.1,0.535,0.584,0.161,3.0,12.3,7.5,20.3,1.8,1.1,18.4,16.2,0.0,0.3,0.2,0.025,-2.8,0.0,-2.7,-0.1,,flynnma01,2023,Malachi Flynn,1630201.0
289.0,Malachi Flynn,25.0,NYK,PG,14.0,0.0,60.0,12.5,0.557,0.565,0.478,0.0,11.3,5.6,14.1,0.8,0.0,9.7,22.2,0.1,0.0,0.1,0.093,-1.7,-0.9,-2.6,0.0,,flynnma01,2023,Malachi Flynn,1630201.0
289.0,Malachi Flynn,25.0,DET,PG,24.0,0.0,342.0,14.4,0.528,0.461,0.23,2.6,11.6,7.0,23.3,2.7,0.5,12.9,26.0,-0.1,0.3,0.2,0.023,-1.0,-0.3,-1.3,0.1,,flynnma01,2023,Malachi Flynn,1630201.0
293.0,Justin Holiday,34.0,DEN,SG,58.0,9.0,862.0,9.7,0.598,0.701,0.021,1.2,7.8,4.6,9.5,2.1,0.9,6.7,10.6,0.9,0.9,1.8,0.101,-2.5,0.9,-1.6,0.1,,holidju01,2023,Justin Holiday,203200.0
298.0,Troy Brown Jr.,24.0,2TM,SF,59.0,15.0,827.0,8.8,0.51,0.624,0.164,3.5,16.0,9.8,9.7,1.4,0.3,11.0,14.3,0.0,0.9,0.8,0.048,-2.8,0.2,-2.6,-0.1,,browntr01,2023,Troy Brown Jr.,1628972.0
298.0,Troy Brown Jr.,24.0,MIN,SF,37.0,3.0,410.0,11.6,0.603,0.712,0.186,4.1,15.4,10.0,11.7,1.0,0.4,12.4,15.7,0.4,0.6,1.0,0.118,-0.2,0.5,0.4,0.2,,browntr01,2023,Troy Brown Jr.,1628972.0
298.0,Troy Brown Jr.,24.0,DET,SF,22.0,12.0,417.0,5.9,0.406,0.528,0.139,2.9,16.6,9.6,7.8,1.8,0.2,9.5,12.9,-0.5,0.3,-0.2,-0.021,-5.3,-0.2,-5.5,-0.4,,browntr01,2023,Troy Brown Jr.,1628972.0
303.0,Bismack Biyombo,31.0,2TM,C,40.0,27.0,791.0,9.9,0.562,0.0,0.412,8.3,21.1,14.5,9.5,0.7,4.4,21.3,10.7,0.1,1.0,1.1,0.066,-4.8,1.4,-3.4,-0.3,,biyombi01,2023,Bismack Biyombo,202687.0
303.0,Bismack Biyombo,31.0,MEM,C,30.0,27.0,718.0,10.0,0.56,0.0,0.387,8.3,21.3,14.5,10.1,0.7,4.4,21.4,10.6,0.1,0.9,1.0,0.066,-4.8,1.6,-3.2,-0.2,,biyombi01,2023,Bismack Biyombo,202687.0
303.0,Bismack Biyombo,31.0,OKC,C,10.0,0.0,73.0,8.9,0.58,0.0,0.667,7.9,19.1,13.7,3.3,0.7,3.8,20.5,11.6,0.0,0.1,0.1,0.066,-5.4,0.2,-5.2,-0.1,,biyombi01,2023,Bismack Biyombo,202687.0
306.0,Mitchell Robinson,25.0,NYK,C,31.0,21.0,768.0,16.1,0.554,0.0,0.52,20.7,17.7,19.2,3.1,2.4,4.3,13.8,10.2,1.2,1.3,2.5,0.155,-0.3,0.4,0.0,0.4,,robinmi01,2023,Mitchell Robinson,1629011.0
323.0,Dāvis Bertāns,31.0,2TM,PF,43.0,1.0,674.0,11.6,0.583,0.855,0.141,1.5,8.8,5.1,7.2,1.9,1.7,6.8,17.4,0.5,0.4,0.9,0.061,-0.8,-0.6,-1.4,0.1,,bertada01,2023,,
323.0,Dāvis Bertāns,31.0,OKC,PF,15.0,0.0,91.0,17.3,0.675,0.923,0.577,2.5,9.4,6.1,12.2,1.6,3.1,3.0,16.0,0.3,0.1,0.4,0.229,3.2,0.8,4.0,0.1,,bertada01,2023,,
323.0,Dāvis Bertāns,31.0,CHO,PF,28.0,1.0,583.0,10.7,0.57,0.846,0.087,1.3,8.7,4.9,6.5,1.9,1.4,7.3,17.7,0.2,0.3,0.4,0.034,-1.4,-0.8,-2.3,0.0,,bertada01,2023,,
329.0,Oshae Brissett,25.0,BOS,SF,55.0,1.0,630.0,12.8,0.53,0.359,0.542,10.9,16.3,13.7,8.7,1.5,1.1,9.5,14.5,0.8,0.9,1.7,0.131,-2.0,0.2,-1.8,0.0,,brissos01,2023,Oshae Brissett,1629052.0
331.0,Jordan McLaughlin,27.0,MIN,PG,56.0,0.0,626.0,15.5,0.638,0.614,0.124,3.4,9.4,6.5,23.7,2.8,1.0,11.1,12.1,1.4,1.1,2.5,0.193,1.4,2.9,4.2,1.0,,mclaujo01,2023,Jordan McLaughlin,1629162.0
337.0,Mike Muscala,32.0,3TM,C,53.0,6.0,600.0,7.5,0.47,0.615,0.16,7.0,15.8,11.3,7.6,0.7,1.8,11.6,13.4,-0.2,0.3,0.1,0.009,-3.9,-1.4,-5.3,-0.5,,muscami01,2023,Mike Muscala,203488.0
337.0,Mike Muscala,32.0,WAS,C,24.0,2.0,338.0,7.6,0.481,0.567,0.222,6.8,17.2,11.9,8.2,0.7,1.7,13.9,14.3,-0.2,0.1,0.0,-0.005,-4.4,-1.8,-6.2,-0.4,,muscami01,2023,Mike Muscala,203488.0
