"Temporada","Jugador","Salario","Salario Actual Ajustado a la Inflación"
"2023/24 ","Sasha Vezenkov","6,341,464","6,529,894"
"2023/24 ","Shaedon Sharpe","6,313,800","6,501,408"
"2023/24 ","Otto Porter","6300000","6,487,198"
"2023/24 ","Deni Avdija","6,263,188","6,449,292"
"2023/24 ","Nassir Pequeño","6250000","6,435,712"
"2023/24 ","Bismack Biyombo","6,194,075","6,378,124"
"2023/24 ","Jevon Carter","6,190,476","6,374,419"
"2023/24 ","Kenrich Williams","6,175,000","6,358,483"
"2023/24 ","Jarace Walker","6,059,460","6,239,510"
"2023/24 ","Jonathan Kuminga","6,012,840","6,191,505"
"2023/24 ","Devin Vassell","5,887,899","6,062,851"
"2023/24 ","Tyrese Haliburton","5,808,435","5,981,026"
"2023/24 ","Dyson Daniels","5,784,120","5,955,989"
"2023/24 ","Kira Lewis","5,722,116","5,892,142"
"2023/24 ","Decano Wade","5,709,877","5,879,540"
"2023/24 ","Aarón Nesmith","5,634,257","5,801,673"
"2023/24 ","Alexey Pokusevski","5,574,809","5,740,458"
"2023/24 ","Taylor Hendricks","5,569,872","5,735,375"
"2023/24 ","Agite a Milton","5,552,938","5,717,936"
"2023/24 ","JaVale McGee","5,544,772","5,709,529"
"2023/24 ","Cole Anthony","5,539,771","5,704,379"
"2023/24 ","Franz Wagner","5,508,720","5,672,405"
"2023/24 ","Furkan Corkmaz","5,370,370","5,529,945"
"2023/24 ","Josh Primo","5,341,600","5,500,319"
"2023/24 ","Jeremy Sochan","5,316,960","5,474,947"
"2023/24 ","Cason Wallace","5,291,352","5,448,579"
"2023/24 ","Isaías Stewart","5,266,713","5,423,207"
"2023/24 ","Chuma Okeke","5,266,712","5,423,206"
"2023/24 ","Davion Mitchell","5,063,640","5,214,100"
"2023/24 ","Johnny Davis","5,050,800","5,200,879"
"2023/24 ","Jalen Smith","5,043,773","5,193,643"
"2023/24 ","Jett Howard","5,026,824","5,176,190"
"2023/24 ","Masón Plumlee","5,000,000","5,148,569"
"2023/24 ","Reggie Jackson","5,000,000","5,148,569"
"2023/24 ","Ziaire Williams","4,810,200","4,953,130"
"2023/24 ","Ousmane Dieng","4,798,440","4,941,020"
"2023/24 ","Taj Gibson","4,776,302","4,918,224"
"2023/24 ","Dereck animado","4,775,628","4,917,530"
"2023/24 ","Josh Verde","4,765,339","4,906,936"
"2023/24 ","Nickel Alexander-Walker","4,687,500","4,826,784"
"2023/24 ","Jarred Vanderbilt","4640000","4,777,872"
"2023/24 ","James Bouknight","4,570,080","4,705,875"
"2023/24 ","Jalen Williams","4,558,680","4,694,136"
"2023/24 ","Bey Saddiq","4,556,983","4,692,389"
"2023/24 ","Polla de Gradey","4,536,708","4,671,511"
"2023/24 ","Jalen McDaniels","4,516,000","4,650,188"
"2023/24 ","Príncipe Tauro","4,516,000","4,650,188"
"2023/24 ","Preciosa Achiuwa","4,379,526","4,509,659"
"2023/24 ","Tyrese Maxey","4,343,920","4,472,995"
"2023/24 ","Jalen Duren","4,330,680","4,459,361"
"2023/24 ","Casa de Danuel","4,310,250","4,438,324"
"2023/24 ","Jordania Hawkins","4,310,196","4,438,269"
"2023/24 ","Mike Muscala","4,308,297","4,436,312"
"2023/24 ","Zeke Nnaji","4,306,281","4,434,237"
"2023/24 ","Immanuel Quickley","4,171,548","4,295,501"
"2023/24 ","Chris Duarte","4,124,400","4,246,952"
"2023/24 ","Ochai Agbaji","4,114,200","4,236,449"
"2023/24 ","Kobe Bufkin","4,094,244","4,215,900"
"2023/24 ","Payton Pritchard","4,037,277","4,157,240"
"2023/24 ","Troy marrón","4000000","4,118,855"
"2023/24 ","Dwight Powell","4000000","4,118,855"
"2023/24 ","Seth Curry","4000000","4,118,855"
"2023/24 ","Moisés Moody","3,918,480","4,034,913"
"2023/24 ","Marcos Williams","3,908,160","4,024,286"
"2023/24 ","Jaden McDaniels","3,901,399","4,017,325"
"2023/24 ","Keyonte George","3,889,776","4,005,356"
"2023/24 ","Malaquías Flynn","3,873,024","3,988,106"
"2023/24 ","Desmond Bane","3,845,083","3,959,335"
"2023/24 ","James Johnson","3,839,412","3,953,496"
"2023/24 ","Kevin amor","3,835,738","3,949,713"
"2023/24 ","Russell Westbrook","3,835,738","3,949,713"
"2023/24 ","Ricky Rubio","3,722,327","3,832,932"
"2023/24 ","Corey Kispert","3,722,040","3,832,636"
"2023/24 ","AJ Griffin","3,712,920","3,823,245"
"2023/24 ","Jalen Hood-Schifino","3,695,076","3,804,871"
"2023/24 ","Amir Coffey","3,666,667","3,775,618"
"2023/24 ","Alperen Sengun","3,536,280","3,641,356"
"2023/24 ","Tari Eason","3,527,160","3,631,965"
"2023/24 ","Jaime Jaquez","3,510,540","3,614,852"
"2023/24 ","André Drummond","3,360,000","3,459,838"
"2023/24 ","Trey Murphy","3,359,280","3,459,097"
"2023/24 ","Brandin Podziemski","3,352,404","3,452,017"
"2023/24 ","Dalen Terry","3,350,760","3,450,324"
"2023/24 ","Keon Johnson","3,342,765","3,442,091"
"2023/24 ","Cameron Whitmore","3,218,160","3,313,784"
"2023/24 ","Jake La Ravia","3,199,920","3,295,002"
"2023/24 ","Kai Jones","3,198,778","3,293,825"
"2023/24 ","Templo de Garrett","3,196,448","3,291,427"
"2023/24 ","Robin López","3,196,448","3,291,427"
"2023/24 ","Alex Len","3,196,448","3,291,427"
"2023/24 ","Eric Gordon","3,196,448","3,291,427"
"2023/24 ","Cody Zeller","3,196,448","3,291,427"
"2023/24 ","Patrick Beverley","3,196,448","3,291,427"
"2023/24 ","Jae Crowder","3,196,448","3,291,427"
"2023/24 ","Derrick Rosa","3,196,448","3,291,427"
"2023/24 ","Cory José","3,196,448","3,291,427"
"2023/24 ","DeAndre Jordán","3,196,448","3,291,427"
"2023/24 ","Vacaciones de Justin","3,196,448","3,291,427"
"2023/24 ","Markieff Morris","3,196,448","3,291,427"
"2023/24 ","Tristán Thompson","3,196,448","3,291,427"
"2023/24 ","Ismael Smith","3,196,448","3,291,427"
"2023/24 ","Wesley Matthews","3,196,448","3,291,427"
"2023/24 ","Tres hombres","3,191,400","3,286,229"
"2023/24 ","Usman Garuba","3,159,790","3,253,679"
"2023/24 ","Noé payaso","3,089,460","3,181,260"
"2023/24 ","Malaki Branham","3,071,880","3,163,157"
"2023/24 ","Simone Fontecchio","3,044,872","3,135,347"
"2023/24 ","Jordania Nwora","3000000","3,089,141"
"2023/24 ","Julián Champagnie","3000000","3,089,141"
"2023/24 ","Dante Exum","3000000","3,089,141"
"2023/24 ","Dariq Whitehead","2,966,040","3,054,172"
"2023/24 ","Cristiano Braun","2,949,120","3,036,750"
"2023/24 ","Jalen Johnson","2,925,360","3,012,284"
"2023/24 ","Kelly Oubre","2,891,467","2,977,383"
"2023/24 ","Josh Richardson","2,891,467","2,977,383"
"2023/24 ","Boban Marjanović","2,891,467","2,977,383"
"2023/24 ","Kris Murray","2,847,504","2,932,114"
"2023/24 ","Andrew Nicholson","2,844,429","2,928,948"
"2023/24 ","Walker Kessler","2,831,160","2,915,285"
"2023/24 ","Ty Ty Washington","2,830,222","2,914,318"
"2023/24 ","Josh Okogie","2,815,937","2,899,609"
"2023/24 ","Yurtseven de Omer","2800000","2,883,199"
"2023/24 ","Dewayne Dedmon","2,748,674","2,830,348"
"2023/24 ","Olivier-Maxence Prosper","2,733,720","2,814,949"
"2023/24 ","Josh Christopher","2,732,920","2,814,125"
"2023/24 ","David Roddy","2,718,240","2,799,009"
"2023/24 ","Malik Beasley","2,709,849","2,790,369"
"2023/24 ","Madera cristiana","2,709,849","2,790,369"
"2023/24 ","Darío Saric","2,709,849","2,790,369"
"2023/24 ","Derrick Jones","2,709,849","2,790,369"
"2023/24 ","Chimezie Metu","2,697,258","2,777,404"
"2023/24 ","Isaías Jackson","2,696,280","2,776,397"
"2023/24 ","Marcus Sasser","2,624,028","2,701,998"
"2023/24 ","Mar Jon Beauchamp","2,609,400","2,686,935"
"2023/24 ","Charles Bassey","2600000","2,677,256"
"2023/24 ","Damián Jones","2,586,665","2,663,525"
"2023/24 ","Kenneth Lofton","2,586,618","2,663,474"
"2023/24 ","Kris Dunn","2,586,484","2,663,338"
"2023/24 ","Bruno Fernando","2,581,522","2,658,229"
"2023/24 ","Jeremías Robinson-Earl","2,548,843","2,624,578"
"2023/24 ","Ben Sheppard","2,537,172","2,612,561"
"2023/24 ","Damion Lee","2,528,233","2,603,356"
"2023/24 ","Thomas Bryant","2,528,233","2,603,356"
"2023/24 ","Ryan Arcidiacono","2,528,233","2,603,356"
"2023/24 ","Torrey Craig","2,528,233","2,603,356"
"2023/24 ","Frank Ntilikina","2,528,233","2,603,356"
"2023/24 ","Dennis Smith","2,528,233","2,603,356"
"2023/24 ","Blake Wesley","2,504,640","2,579,062"
"2023/24 ","Lamar Stevens","2,492,354","2,566,411"
"2023/24 ","Nick Smith","2,463,912","2,537,124"
"2023/24 ","Brice Sensabaugh","2,448,600","2,521,357"
"2023/24 ","Ty Jerome","2,439,025","2,511,498"
"2023/24 ","Julián Strawther","2,431,044","2,503,279"
"2023/24 ","Tristán Vukcevic","2,424,892","2,496,945"
"2023/24 ","Wendell Moore","2,421,720","2,493,678"
"2023/24 ","Jordania McLaughlin","2,420,000","2,491,907"
"2023/24 ","Kobe Brown","2,413,356","2,485,066"
"2023/24 ","Lucas Kornet","2,413,304","2,485,012"
"2023/24 ","Juan Konchar","2,400,000","2,471,313"
"2023/24 ","Quentin Grimes","2,385,720","2,456,609"
"2023/24 ","Nikola Jovic","2,352,000","2,421,887"
"2023/24 ","Dibujó Eubanks","2,346,614","2,416,341"
"2023/24 ","Mo Bamba","2,346,614","2,416,341"
"2023/24 ","Thanasis Antetokounmpo","2,346,614","2,416,341"
"2023/24 ","Yuta Watanabe","2,346,614","2,416,341"
"2023/24 ","Vacaciones de Aaron","2,346,614","2,416,341"
"2023/24 ","Keita Bates-Diop","2,346,614","2,416,341"
"2023/24 ","Lonnie Walker","2,346,614","2,416,341"
"2023/24 ","Sviatoslav Mykhailiuk","2,346,614","2,416,341"
"2023/24 ","Patricio Baldwin","2,337,720","2,407,182"
"2023/24 ","Harry Giles","2,306,554","2,375,090"
"2023/24 ","Huesos Hyland","2,306,400","2,374,932"
"2023/24 ","Peyton Watson","2,303,520","2,371,966"
"2023/24 ","Cámara Thomas","2,240,160","2,306,724"
"2023/24 ","Vlatko Cancar","2,234,359","2,300,750"
"2023/24 ","Vince Williams Jr","2,232,308","2,298,638"
"2023/24 ","Jaden Springer","2,226,240","2,292,390"
"2023/24 ","Día de Ron Sharpe","2,210,040","2,275,709"
"2023/24 ","Jordania Goodwin","2,208,045","2,273,654"
"2023/24 ","Santiago Aldama","2,194,200","2,259,398"
"2023/24 ","Moisés Brown","2,165,000","2,229,330"
"2023/24 ","Bol Bol","2,165,000","2,229,330"
"2023/24 ","Jaxson Hayes","2,165,000","2,229,330"
"2023/24 ","Cam rojizo","2,165,000","2,229,330"
"2023/24 ","Oshae Brissett","2,165,000","2,229,330"
"2023/24 ","Kevin Knox","2,144,320","2,208,036"
"2023/24 ","Andrés Nembhard","2,131,905","2,195,252"
"2023/24 ","Luka Samanic","2,066,585","2,127,991"
"2023/24 ","Goga Bitadze","2,066,585","2,127,991"
"2023/24 ","Matt Ryan","2,059,782","2,120,986"
"2023/24 ","Sandro Mamukelashvili","2,019,706","2,079,719"
"2023/24 ","Colby Jones","2,019,706","2,079,719"
"2023/24 ","Dalano Banton","2,019,706","2,079,719"
"2023/24 ","Montrezl Harrell","2,019,706","2,079,719"
"2023/24 ","Terry Taylor","2,019,706","2,079,719"
"2023/24 ","Tendencia Watford","2,019,706","2,079,719"
"2023/24 ","Caleb Houston","2000000","2,059,427"
"2023/24 ","Jaylin Williams","2000000","2,059,427"
"2023/24 ","Guarnición Mathews","2000000","2,059,427"
"2023/24 ","Antonio Gill","1,997,238","2,056,583"
"2023/24 ","Isaías Joe","1,997,238","2,056,583"
"2023/24 ","Sam Merrill","1,997,238","2,056,583"
"2023/24 ","GG Jackson","1,991,428","2,050,601"
"2023/24 ","Duop Reath","1,951,220","2,009,198"
"2023/24 ","K. J. Martín","1,930,681","1,988,049"
"2023/24 ","Naji Marshall","1,930,681","1,988,049"
"2023/24 ","Xavier Tillman","1,930,681","1,988,049"
"2023/24 ","Kessler Edwards","1,927,896","1,985,181"
"2023/24 ","Jericó Sims","1,927,896","1,985,181"
"2023/24 ","Sam Hauser","1,927,896","1,985,181"
"2023/24 ","Herrero de Haywood","1,902,137","1,958,657"
"2023/24 ","AJ Verde","1,901,769","1,958,278"
"2023/24 ","Ryan Rollins","1,893,589","1,949,854"
"2023/24 ","Isaías Livers","1,836,096","1,890,653"
"2023/24 ","Aarón Wiggins","1,836,096","1,890,653"
"2023/24 ","Miles McBride","1,836,096","1,890,653"
"2023/24 ","José Alvarado","1,836,096","1,890,653"
"2023/24 ","Isaías Todd","1,836,096","1,890,653"
"2023/24 ","BJ Boston","1,836,096","1,890,653"
"2023/24 ","JT Thor","1,836,096","1,890,653"
"2023/24 ","Jared Mayordomo","1,809,782","1,863,557"
"2023/24 ","E. J. Liddell","1,801,769","1,855,306"
"2023/24 ","Dru Smith","1,801,769","1,855,306"
"2023/24 ","Orlando Robinson","1,801,769","1,855,306"
"2023/24 ","Leonard Miller","1800000","1,853,485"
"2023/24 ","Xavier cocina","1,719,864","1,770,967"
"2023/24 ","Cristiano Koloko","1,719,864","1,770,967"
"2023/24 ","Caminante Jabari","1,719,864","1,770,967"
"2023/24 ","Josh Minott","1,719,864","1,770,967"
"2023/24 ","Kennedy Chandler","1,719,864","1,770,967"
"2023/24 ","Max Christie","1,719,864","1,770,967"
"2023/24 ","Jaden Hardy","1,719,864","1,770,967"
"2023/24 ","Bryce McGowens","1,719,864","1,770,967"
"2023/24 ","Jalen Pickett","1,708,143","1,758,898"
"2023/24 ","Julián Phillips","1,600,000","1,647,542"
"2023/24 ","Portero Craig","1,500,000","1,544,570"
"2023/24 ","Eugenio Omoruyi","1,459,782","1,503,157"
"2023/24 ","Consejo de Ricky","1,414,135","1,456,154"
"2023/24 ","DaQuan Jeffries","1,341,538","1,381,400"
"2023/24 ","Eric Bledsoe","1,300,000","1,338,628"
"2023/24 ","Skylar Mays","1,165,280","1,199,904"
"2023/24 ","Sidy Cissoko","1,119,563","1,152,829"
"2023/24 ","Cámara Toumani","1,119,563","1,152,829"
"2023/24 ","Rayan Rupert","1,119,563","1,152,829"
"2023/24 ","Chris Livingston","1,119,563","1,152,829"
"2023/24 ","André Jackson Jr.","1,119,563","1,152,829"
"2023/24 ","Maxwell Lewis","1,119,563","1,152,829"
"2023/24 ","Trayce Jackson-Davis","1,119,563","1,152,829"
"2023/24 ","Cazador Tyson","1,119,563","1,152,829"
"2023/24 ","Jordania Walsh","1,119,563","1,152,829"
"2023/24 ","Muhamed Gueye","1,119,563","1,152,829"
"2023/24 ","Dylan Windler","1,116,288","1,149,455"
"2023/24 ","Trent Forest","1,112,933","1,146,002"
"2023/24 ","Lester Quinones","1,108,597","1,141,537"
"2023/24 ","Kendall marrón","1,100,000","1,132,685"
"2023/24 ","Stanley Umude","1,098,242","1,130,875"
"2023/24 ","Gui Santos","1,029,483","1,060,073"
"2023/24 ","Dominick Barlow","1,015,402","1,045,573"
"2023/24 ","AJ Lawson","1,000,000","1,029,713"
"2023/24 ","Ismail Wainright","988.27","1,017,633"
"2023/24 ","Neemias Queta","891.04","917.51"
"2023/24 ","Jalen Wilson","850000","875.26"
"2023/24 ","Javon Freeman-Liberty","849.32","874.56"
"2023/24 ","Lindy Aguas III","766.1","788.86"
"2023/24 ","Jacob Toppin","759.25","781.81"
"2023/24 ","Diakita de Mamadi","710.57","731.69"
"2023/24 ","Jack Blanco","703.55","724.45"
"2023/24 ","Nik Stauskas","702.31","723.18"
"2023/24 ","Jacob Gilyard","701.34","722.18"
"2023/24 ","Luka Garza","687.47","707.89"
"2023/24 ","Keon Ellis","683.43","703.74"
"2023/24 ","Rj Hampton","680.03","700.24"
"2023/24 ","T. J. Warren","649.66","668.96"
"2023/24 ","Darío Bazley","624.43","642.98"
"2023/24 ","Juwan Morgan","576.23","593.35"
"2023/24 ","Miqueas Potter","559.78","576.42"
"2023/24 ","Johnny Juzang","559.78","576.42"
"2023/24 ","Markquis Nowell","559.78","576.42"
"2023/24 ","Filip Petrusev","559.78","576.42"
"2023/24 ","Jordania Ford","559.78","576.42"
"2023/24 ","Jalen Slawson","559.78","576.42"
"2023/24 ","Justin Minaya","559.78","576.42"
"2023/24 ","Theo Maledon","559.78","576.42"
"2023/24 ","Udoka Azubuike","559.78","576.42"
"2023/24 ","Saben Lee","559.78","576.42"
"2023/24 ","Terquavion Smith","559.78","576.42"
"2023/24 ","Almirante Schofield","559.78","576.42"
"2023/24 ","Reina de Trevelin","559.78","576.42"
"2023/24 ","Kevon Harris","559.78","576.42"
"2023/24 ","Olivier Sarr","559.78","576.42"
"2023/24 ","Keyontae Johnson","559.78","576.42"
"2023/24 ","Charlie Brown","559.78","576.42"
"2023/24 ","Dereon Seabron","559.78","576.42"
"2023/24 ","Daishen Nix","559.78","576.42"
"2023/24 ","Jaylen Clark","559.78","576.42"
"2023/24 ","Jamal Caín","559.78","576.42"
"2023/24 ","Cole Swider","559.78","576.42"
"2023/24 ","Colin Castleton","559.78","576.42"
"2023/24 ","Jordan Miller","559.78","576.42"
"2023/24 ","Moussa Diabate","559.78","576.42"
"2023/24 ","Oscar Tshiebwe","559.78","576.42"
"2023/24 ","Isaías Wong","559.78","576.42"
"2023/24 ","Nate Williams","559.78","576.42"
"2023/24 ","Nate Hinton","559.78","576.42"
"2023/24 ","Jermaine Samuels","559.78","576.42"
"2023/24 ","Jerome Robinson","559.78","576.42"
"2023/24 ","Malcolm Cazalón","559.78","576.42"
"2023/24 ","Jared Rhoden","559.78","576.42"
"2023/24 ","Jay Huff","559.78","576.42"
"2023/24 ","Llave Braxton","559.78","576.42"
"2023/24 ","Collin Gillespie","559.78","576.42"
"2023/24 ","Greg Brown","559.78","576.42"
"2023/24 ","Emoni Bates","559.78","576.42"
"2023/24 ","Isaías Mobley","559.78","576.42"
"2023/24 ","Adama Sanogo","559.78","576.42"
"2023/24 ","Negro con fugas","559.78","576.42"
"2023/24 ","Amari Bailey","559.78","576.42"
"2023/24 ","J. D. Davison","559.78","576.42"
"2023/24 ","Seth Lundy","559.78","576.42"
"2023/24 ","Malik Fitts","555.22","571.71"
"2023/24 ","Marqués Bolden","502.13","517.05"
"2023/24 ","Onuralp Bitim","500","514.86"
"2023/24 ","Xavier Luna","489.01","503.54"
"2023/24 ","Isaías Thomas","477.63","491.82"
"2023/24 ","Ibou Badji","466.49","480.35"
"2023/24 ","Juan Toscano Anderson","447.93","461.24"
"2023/24 ","Duane Washington Jr","443.97","457.16"
"2023/24 ","Julio Bernard","415.01","427.34"
"2023/24 ","Jontay Porter","411.79","424.03"
"2023/24 ","Jaylen Nowell","398.16","409.99"
"2023/24 ","David Duque","395.71","407.47"
"2023/24 ","Nathan Mensah","395.71","407.47"
"2023/24 ","Dibujó Peterson","395.71","407.47"
"2023/24 ","Henri Drell","389.27","400.84"
"2023/24 ","Alex Fudge","376.41","387.59"
"2023/24 ","Vit Krejci","369.97","380.96"
"2023/24 ","Brandon Williams","350.67","361.09"
"2023/24 ","Trey Jemison","341.02","351.15"
"2023/24 ","Jason Preston","315.28","324.65"
"2023/24 ","Nerlens Navidad","300","308.91"
"2023/24 ","Tosan Evbuomwan","295.98","304.77"
"2023/24 ","Scottie Pippen Jr","289.54","298.15"
"2023/24 ","Colina Malcolm","286.58","295.1"
"2023/24 ","Ashton Hagans","270.84","278.89"
"2023/24 ","Jeff Dowtin","269.24","277.24"
"2023/24 ","Didi Louzada","268.03","276"
"2023/24 ","Javonte Verde","261.29","269.06"
"2023/24 ","Justin Champagnie","254.41","261.97"
"2023/24 ","Jaylen Martín","249.77","257.19"
"2023/24 ","Pete Nance","244.5","251.77"
"2023/24 ","Lindell Wigginton","244.5","251.77"
"2023/24 ","Yo soy Hodge","241.29","248.45"
"2023/24 ","Armoni Brooks","241.29","248.45"
"2023/24 ","Jahmi'us Ramsey","232.15","239.05"
"2023/24 ","Carlos Bediako","215.55","221.95"
"2023/24 ","Mason Jones","212.33","218.64"
"2023/24 ","Alondes Williams","212.33","218.64"
"2023/24 ","Dexter Dennis","212.33","218.64"
"2023/24 ","Zavier Simpson","207.1","213.25"
"2023/24 ","De Jon Jarreau","207.1","213.25"
"2023/24 ","Caja de cartón de DJ","205.9","212.02"
"2023/24 ","Adán Flagler","205.9","212.02"
"2023/24 ","Danny Verde","202.07","208.08"
"2023/24 ","Muhamadou Gueye","199.46","205.39"
"2023/24 ","Ja'Vonte inteligente","196.25","202.08"
"2023/24 ","Miles Norris","193.03","198.76"
"2023/24 ","Justin Lewis","173.73","178.89"
"2023/24 ","Jamaree Bouyea","170.8","175.88"
"2023/24 ","Pat Spencer","170.51","175.57"
"2023/24 ","Arroz Sir'Jabari","167.29","172.26"
"2023/24 ","Amigo Boeheim","167.29","172.26"
"2023/24 ","Justicia Winslow","166.18","171.11"
"2023/24 ","Andrew Funk","160.86","165.64"
"2023/24 ","Caballero Nathan","160.86","165.64"
"2023/24 ","Juan mayordomo","147.99","152.39"
"2023/24 ","Ron Harper Jr","147.99","152.39"
"2023/24 ","Justin Jackson","145.3","149.62"
"2023/24 ","Shaquille Harrison","145.3","149.62"
"2023/24 ","RaiQuan gris","141.55","145.76"
"2023/24 ","Jaylin Galloway","141.55","145.76"
"2023/24 ","Quenton Jackson","135.12","139.13"
"2023/24 ","Hamidou Diallo","134.86","138.87"
"2023/24 ","DJ Wilson","134.86","138.87"
"2023/24 ","Mateo Hurt","128.69","132.51"
"2023/24 ","Maozinha Pereira","128.69","132.51"
"2023/24 ","Wenyen Gabriel","124.43","128.12"
"2023/24 ","Kobi Simmons","120.25","123.82"
"2023/24 ","Zhaire Smith","116.08","119.52"
"2023/24 ","Sharife Cooper","103.55","106.63"
"2023/24 ","Demetrio Jackson","92.86","95.62"
"2023/24 ","Malik Williams","77.21","79.51"
"2023/24 ","Omari Moore","75","77.23"
"2023/24 ","Taze Moore","70.69","72.79"
"2023/24 ","Taevion Kinsey","64.34","66.25"
"2023/24 ","Izaiah Brockington","64.34","66.25"
"2023/24 ","Crutcher de Jalen","64.34","66.25"
"2023/24 ","Timmy Allen","64.34","66.25"
"2023/24 ","Edmundo Sumner","40.46","41.66"
"2023/24 ","Puertas del Kaiser","35.39","36.44"
"2024/25 ","Stephen Curry","55,761,217","55,761,217"
"2024/25 ","Nikola Jokić","51,415,938","51,415,938"
"2024/25 ","Joel Embiid","51,415,938","51,415,938"
"2024/25 ","Kevin Durant","51,179,020","51,179,020"
"2024/25 ","Bradley Beal","50,203,930","50,203,930"
"2024/25 ","Jaylen Marrón","49,205,800","49,205,800"
"2024/25 ","Ciudades de Karl Anthony","49,205,800","49,205,800"
"2024/25 ","Devin Booker","49,205,800","49,205,800"
"2024/25 ","Pablo Jorge","49,205,800","49,205,800"
"2024/25 ","Kawhi Leonard","49,205,800","49,205,800"
"2024/25 ","Jimmy mayordomo","48,798,677","48,798,677"
"2024/25 ","Damian Lillard","48,787,676","48,787,676"
"2024/25 ","Giannis Antetokounmpo","48,787,676","48,787,676"
"2024/25 ","LeBron James","48,728,845","48,728,845"
"2024/25 ","Rudy Gobert","43,827,586","43,827,586"
"2024/25 ","Anthony Davis","43,219,440","43,219,440"
"2024/25 ","Trae joven","43,031,940","43,031,940"
"2024/25 ","Zach LaVine","43,031,940","43,031,940"
"2024/25 ","Luka Doncic","43,031,940","43,031,940"
"2024/25 ","Fred Van Vleet","42,846,615","42,846,615"
"2024/25 ","Lauri Markkanen","42,176,400","42,176,400"
"2024/25 ","Tyrese Haliburton","42,176,400","42,176,400"
"2024/25 ","Pascal Siakam","42,176,400","42,176,400"
"2024/25 ","Antonio Edwards","42,176,400","42,176,400"
"2024/25 ","Kyrie Irving","41000000","41000000"
"2024/25 ","Domantas Sabonis","40500000","40500000"
"2024/25 ","Ben Simmons","40,338,144","40,338,144"
"2024/25 ","Darío Garland","36,725,670","36,725,670"
"2024/25 ","Ja Morant","36,725,670","36,725,670"
"2024/25 ","Sión Williamson","36,725,670","36,725,670"
"2024/25 ","OG Anunoby","36,637,932","36,637,932"
"2024/25 ","Jamal Murray","36,016,200","36,016,200"
"2024/25 ","Brandon Ingram","36,016,200","36,016,200"
"2024/25 ","Michael Porter","35,859,950","35,859,950"
"2024/25 ","Shai Gilgeous-Alexander","35,859,950","35,859,950"
"2024/25 ","Donovan Mitchell","35,410,310","35,410,310"
"2024/25 ","Pelota LaMelo","35,147,000","35,147,000"
"2024/25 ","Tyrese Maxey","35,147,000","35,147,000"
"2024/25 ","Jayson Tatum","34,848,340","34,848,340"
"2024/25 ","Bam Adebayo","34,848,340","34,848,340"
"2024/25 ","De'Aaron Fox","34,848,340","34,848,340"
"2024/25 ","Desmond Bane","34,005,250","34,005,250"
"2024/25 ","DeAndre Ayton","34,005,126","34,005,126"
"2024/25 ","James Harden","33,653,846","33,653,846"
"2024/25 ","CJ McCollum","33,333,333","33,333,333"
"2024/25 ","Julio Randle","33,073,920","33,073,920"
"2024/25 ","Immanuel Quickley","32500000","32500000"
"2024/25 ","Khris Middleton","31,666,667","31,666,667"
"2024/25 ","Vacaciones de Jrue","30000000","30000000"
"2024/25 ","Isaías Hartenstein","30000000","30000000"
"2024/25 ","Beca Jerami","29,793,104","29,793,104"
"2024/25 ","Jordania Poole","29,651,786","29,651,786"
"2024/25 ","Dejounte Murray","29,517,134","29,517,134"
"2024/25 ","Devin Vassell","29,347,826","29,347,826"
"2024/25 ","Kristaps Porzingis","29,268,293","29,268,293"
"2024/25 ","Tyler Herro","29000000","29000000"
"2024/25 ","Nicolás Claxton","27,556,817","27,556,817"
"2024/25 ","Puentes de millas","27,173,913","27,173,913"
"2024/25 ","Juan Collins","26,580,000","26,580,000"
"2024/25 ","Andrew Wiggins","26,276,786","26,276,786"
"2024/25 ","Anfitrión Simons","25,892,857","25,892,857"
"2024/25 ","Rj Barrett","25,794,643","25,794,643"
"2024/25 ","Tobias Harris","25,365,854","25,365,854"
"2024/25 ","Jaren Jackson Jr","25,257,798","25,257,798"
"2024/25 ","Jonathan Isaac","25000000","25000000"
"2024/25 ","Jalen Brunson","24,960,001","24,960,001"
"2024/25 ","Terry Rozier","24,924,126","24,924,126"
"2024/25 ","Verde Draymond","24,107,143","24,107,143"
"2024/25 ","Kyle Kuzma","23,522,727","23,522,727"
"2024/25 ","DeMar DeRozan","23400000","23400000"
"2024/25 ","Puentes de Mikal","23300000","23300000"
"2024/25 ","Jaden McDaniels","23,017,242","23,017,242"
"2024/25 ","Brook López","23000000","23000000"
"2024/25 ","Bruce Brown","23000000","23000000"
"2024/25 ","Aarón Gordon","22,841,455","22,841,455"
"2024/25 ","Kentavious Caldwell-Pope","22,757,000","22,757,000"
"2024/25 ","Cameron Johnson","22500000","22500000"
"2024/25 ","Malcolm Brogdon","22500000","22500000"
"2024/25 ","Clint Capela","22,265,280","22,265,280"
"2024/25 ","Dillon Brooks","22,255,493","22,255,493"
"2024/25 ","De'Andre Hunter","21,696,429","21,696,429"
"2024/25 ","Bola de Lonzo","21,395,348","21,395,348"
"2024/25 ","Marcus inteligente","20,210,285","20,210,285"
"2024/25 ","Derrick Blanco","20,071,429","20,071,429"
"2024/25 ","Nikola Vučević","20000000","20000000"
"2024/25 ","Jarrett Allen","20000000","20000000"
"2024/25 ","Myles Turner","19,928,500","19,928,500"
"2024/25 ","Jacob Poeltl","19500000","19500000"
"2024/25 ","Duncan Robinson","19,406,000","19,406,000"
"2024/25 ","Norman Powell","19,241,379","19,241,379"
