"Temporada","Jugador","Salario","Salario Actual Ajustado a la Inflación"
"2019/20 ","Monte Morris","1,588,231","1,948,062"
"2019/20 ","Mitchell Robinson","1,559,712","1,913,081"
"2019/20 ","Nigel Williams-Goss","1,500,000","1,839,841"
"2019/20 ","Isaiah Roby","1,500,000","1,839,841"
"2019/20 ","Wenyen Gabriel","1,445,697","1,773,235"
"2019/20 ","Shake Milton","1,445,697","1,773,235"
"2019/20 ","Theo Pinson","1,445,697","1,773,235"
"2019/20 ","Thanasis Antetokounmpo","1,445,697","1,773,235"
"2019/20 ","Brad Wanamaker","1,445,697","1,773,235"
"2019/20 ","Isaac Bonga","1,416,852","1,737,855"
"2019/20 ","Chimezie Metu","1,416,852","1,737,855"
"2019/20 ","Gary Trent Jr","1,416,852","1,737,855"
"2019/20 ","Elie Okobo","1,416,852","1,737,855"
"2019/20 ","Jevon Carter","1,416,852","1,737,855"
"2019/20 ","Ryan Broekhoff","1,416,852","1,737,855"
"2019/20 ","Melvin Frazier","1,416,852","1,737,855"
"2019/20 ","Deonte Burton","1,416,852","1,737,855"
"2019/20 ","Hamidou Diallo","1,416,852","1,737,855"
"2019/20 ","Kenrich Williams","1,416,852","1,737,855"
"2019/20 ","Jarred Vanderbilt","1,416,852","1,737,855"
"2019/20 ","Duncan Robinson","1,416,852","1,737,855"
"2019/20 ","Kendrick Nunn","1,416,852","1,737,855"
"2019/20 ","De'Anthony Melton","1,416,852","1,737,855"
"2019/20 ","Alize Johnson","1,416,852","1,737,855"
"2019/20 ","Bruce Brown","1,416,852","1,737,855"
"2019/20 ","Khyri Thomas","1,416,852","1,737,855"
"2019/20 ","Sviatoslav Mykhailiuk","1,416,852","1,737,855"
"2019/20 ","Keita Bates-Diop","1,416,852","1,737,855"
"2019/20 ","Jalen Brunson","1,416,852","1,737,855"
"2019/20 ","Devonte Graham","1,416,852","1,737,855"
"2019/20 ","Jaylen Nowell","1,400,000","1,717,185"
"2019/20 ","Bruno Fernando","1,400,000","1,717,185"
"2019/20 ","Kevin Porter","1,290,960","1,583,441"
"2019/20 ","Jordan McRae","1,254,933","1,539,251"
"2019/20 ","Carsen Edwards","1,228,026","1,506,248"
"2019/20 ","Cody Martin","1,173,310","1,439,136"
"2019/20 ","Gary Payton II","1,052,909","1,291,457"
"2019/20 ","Admiral Schofield","1,000,000","1,226,560"
"2019/20 ","Terance Mann","1,000,000","1,226,560"
"2019/20 ","David Nwaba","903.11","1,107,720"
"2019/20 ","Miye Oni","898.31","1,101,831"
"2019/20 ","Dewan Hernandez","898.31","1,101,831"
"2019/20 ","Terence Davis","898.31","1,101,831"
"2019/20 ","Matt Thomas","898.31","1,101,831"
"2019/20 ","Justin James","898.31","1,101,831"
"2019/20 ","DaQuan Jeffries","898.31","1,101,831"
"2019/20 ","Jalen Lecque","898.31","1,101,831"
"2019/20 ","Ignas Brazdeikis","898.31","1,101,831"
"2019/20 ","Naz Reid","898.31","1,101,831"
"2019/20 ","KZ Okpala","898.31","1,101,831"
"2019/20 ","Talen Horton-Tucker","898.31","1,101,831"
"2019/20 ","Eric Paschall","898.31","1,101,831"
"2019/20 ","Alen Smailagic","898.31","1,101,831"
"2019/20 ","Vlatko Cancar","898.31","1,101,831"
"2019/20 ","Daniel Gafford","898.31","1,101,831"
"2019/20 ","Caleb Martin","898.31","1,101,831"
"2019/20 ","Jalen McDaniels","898.31","1,101,831"
"2019/20 ","Nicolas Claxton","898.31","1,101,831"
"2019/20 ","Javonte Green","898.31","1,101,831"
"2019/20 ","Damion Lee","842.33","1,033,165"
"2019/20 ","Jeff Green","840.43","1,030,834"
"2019/20 ","Timothe Luwawu","837.58","1,027,346"
"2019/20 ","Juwan Morgan","746.05","915.08"
"2019/20 ","Gary Clark","718.77","881.61"
"2019/20 ","Marvin Williams","604.28","741.18"
"2019/20 ","Michael Kidd-Gilchrist","595.12","729.95"
"2019/20 ","Rayjon Tucker","578.57","709.66"
"2019/20 ","Chris Clemons","563.35","690.98"
"2019/20 ","Brandon Goodwin","522.74","641.17"
"2019/20 ","Reggie Jackson","512.72","628.88"
"2019/20 ","Justin Patton","483.12","592.57"
"2019/20 ","Anzejs Pasecniks","482.14","591.38"
"2019/20 ","Chris Silva","466.92","572.7"
"2019/20 ","Troy Daniels","458.44","562.3"
"2019/20 ","Anthony Tolliver","434.7","533.19"
"2019/20 ","Joakim Noah","381.36","467.76"
"2019/20 ","Dion Waiters","375.39","460.43"
"2019/20 ","Dean Wade","375","459.96"
"2019/20 ","Norvel Pelle","350.19","429.53"
"2019/20 ","Ky Bowman","350.19","429.53"
"2019/20 ","Juan Toscano-Anderson","350.19","429.53"
"2019/20 ","Jamal Crawford","289.8","355.46"
"2019/20 ","Jordan Bell","250","306.64"
"2019/20 ","Tyler Zeller","245.69","301.35"
"2019/20 ","Trey Burke","229.22","281.15"
"2019/20 ","Jontay Porter","197.93","242.78"
"2019/20 ","Jerian Grant","196.29","240.76"
"2019/20 ","Cameron Payne","196.29","240.76"
"2019/20 ","Dragan Bender","189.7","232.68"
"2019/20 ","Mychal Mulder","187.78","230.33"
"2019/20 ","Corey Brewer","183.12","224.6"
"2019/20 ","Sindarius Thornwell","183.12","224.6"
"2019/20 ","PJ Dozier","183.12","224.6"
"2019/20 ","Tyler Johnson","183.12","224.6"
"2019/20 ","Jaylen Adams","163.36","200.37"
"2019/20 ","Joe Chealey","163.36","200.37"
"2019/20 ","Johnathan Williams","161.25","197.78"
"2019/20 ","Luguentz Dort","155.65","190.91"
"2019/20 ","Oshae Brissett","129.57","158.92"
"2019/20 ","JP Macura","106.18","130.24"
"2019/20 ","Donta Hall","101.5","124.5"
"2019/20 ","Chasson Randle","91.56","112.3"
"2019/20 ","Sheldon Mac","91.56","112.3"
"2019/20 ","Jonah Bolden","89.85","110.2"
"2019/20 ","Derrick Walton","81.68","100.18"
"2019/20 ","Garrison Mathews","79.57","97.6"
"2019/20 ","Justin Wright-Foreman","79.57","97.6"
"2019/20 ","Jarrell Brantley","79.57","97.6"
"2019/20 ","Paul Watson","79.57","97.6"
"2019/20 ","Quinndary Weatherspoon","79.57","97.6"
"2019/20 ","Drew Eubanks","79.57","97.6"
"2019/20 ","Kyle Guy","79.57","97.6"
"2019/20 ","Jaylen Hoard","79.57","97.6"
"2019/20 ","Moses Brown","79.57","97.6"
"2019/20 ","Tariq Owens","79.57","97.6"
"2019/20 ","Marial Shayok","79.57","97.6"
"2019/20 ","BJ Johnson","79.57","97.6"
"2019/20 ","Vic Law","79.57","97.6"
"2019/20 ","Kevin Hervey","79.57","97.6"
"2019/20 ","Jared Harper","79.57","97.6"
"2019/20 ","Kenny Wooten","79.57","97.6"
"2019/20 ","Josh Gray","79.57","97.6"
"2019/20 ","Zylan Cheatham","79.57","97.6"
"2019/20 ","Jordan McLaughlin","79.57","97.6"
"2019/20 ","Kelan Martin","79.57","97.6"
"2019/20 ","Frank Mason","79.57","97.6"
"2019/20 ","Cam Reynolds","79.57","97.6"
"2019/20 ","Gabe Vincent","79.57","97.6"
"2019/20 ","Kyle Alexander","79.57","97.6"
"2019/20 ","Yuta Watanabe","79.57","97.6"
"2019/20 ","John Konchar","79.57","97.6"
"2019/20 ","Kostas Antetokounmpo","79.57","97.6"
"2019/20 ","Devontae Cacok","79.57","97.6"
"2019/20 ","Amir Coffey","79.57","97.6"
"2019/20 ","Johnathan Motley","79.57","97.6"
"2019/20 ","Brian Bowen","79.57","97.6"
"2019/20 ","Naz Long","79.57","97.6"
"2019/20 ","William Howard","79.57","97.6"
"2019/20 ","Michael Frazier","79.57","97.6"
"2019/20 ","Louis King","79.57","97.6"
"2019/20 ","Jordan Bone","79.57","97.6"
"2019/20 ","Bol Bol","79.57","97.6"
"2019/20 ","Tyler Cook","79.57","97.6"
"2019/20 ","Antonius Cleveland","79.57","97.6"
"2019/20 ","Josh Reaves","79.57","97.6"
"2019/20 ","Matt Mooney","79.57","97.6"
"2019/20 ","Adam Mokoka","79.57","97.6"
"2019/20 ","Max Strus","79.57","97.6"
"2019/20 ","Kobi Simmons","79.57","97.6"
"2019/20 ","Raymond Spalding","79.57","97.6"
"2019/20 ","Chris Chiozza","79.57","97.6"
"2019/20 ","Jeremiah Martin","79.57","97.6"
"2019/20 ","Tremont Waters","79.57","97.6"
"2019/20 ","Tacko Fall","79.57","97.6"
"2019/20 ","Charlie Brown","79.57","97.6"
"2019/20 ","Malik Newman","65.98","80.93"
"2020/21 ","Stephen Curry","43,006,362","52,411,485"
"2020/21 ","Russell Westbrook","41,358,814","50,403,633"
"2020/21 ","Chris Paul","41,358,814","50,403,633"
"2020/21 ","Juan pared","41,254,920","50,277,018"
"2020/21 ","James Harden","41,254,920","50,277,018"
"2020/21 ","Kevin Durant","40,108,950","48,880,434"
"2020/21 ","LeBron James","39,219,566","47,796,549"
"2020/21 ","Pablo Jorge","35,450,412","43,203,114"
"2020/21 ","Klay Thompson","35,361,360","43,094,587"
"2020/21 ","Mike Conley","34,502,132","42,047,453"
"2020/21 ","Jimmy mayordomo","34,379,100","41,897,515"
"2020/21 ","Kawhi Leonard","34,379,100","41,897,515"
"2020/21 ","Caminante Kemba","34,379,100","41,897,515"
"2020/21 ","Tobias Harris","34,358,850","41,872,836"
"2020/21 ","Blake Griffin","33,900,241","41,313,933"
"2020/21 ","Kyrie Irving","33,722,850","41,097,748"
"2020/21 ","Khris Middleton","33,051,724","40,279,853"
"2020/21 ","Anthony Davis","32,742,000","39,902,395"
"2020/21 ","Damian Lillard","31,626,953","38,543,497"
"2020/21 ","Kevin amor","31,258,256","38,094,169"
"2020/21 ","Pascal Siakam","30,559,200","37,242,235"
"2020/21 ","Ben Simmons","30,559,200","37,242,235"
"2020/21 ","Kyle Lowry","30500000","37,170,089"
"2020/21 ","Steven Adams","29,592,695","36,064,364"
"2020/21 ","Joel Embiid","29,542,010","36,002,595"
"2020/21 ","Andrew Wiggins","29,542,010","36,002,595"
"2020/21 ","Nikola Jokić","29,542,010","36,002,595"
"2020/21 ","Devin Booker","29,467,800","35,912,155"
"2020/21 ","Ciudades de Karl Anthony","29,467,800","35,912,155"
"2020/21 ","Kristaps Porzingis","29,467,800","35,912,155"
"2020/21 ","CJ McCollum","29,354,152","35,773,654"
"2020/21 ","Bradley Beal","28,751,774","35,039,541"
"2020/21 ","André Drummond","28,751,774","35,039,540"
"2020/21 ","D'Angelo Russell","28,649,250","34,914,596"
"2020/21 ","Gordon Hayward","28500000","34,732,706"
"2020/21 ","Otto Porter","28,489,239","34,719,592"
"2020/21 ","DeMar DeRozan","27,739,975","33,806,470"
"2020/21 ","Giannis Antetokounmpo","27,528,088","33,548,245"
"2020/21 ","Rudy Gobert","27,525,281","33,544,824"
"2020/21 ","Al Horford","27500000","33,514,014"
"2020/21 ","Brandon Ingram","27,285,000","33,251,996"
"2020/21 ","Jamal Murray","27,285,000","33,251,996"
"2020/21 ","Vacaciones de Jrue","27,026,011","32,936,368"
"2020/21 ","Nikola Vučević","26000000","31,685,977"
"2020/21 ","Jaylen Marrón","25,035,118","30,510,084"
"2020/21 ","Amigo Hield","24,931,817","30,384,192"
"2020/21 ","Verde Draymond","22,246,956","27,112,175"
"2020/21 ","Harrison Barnes","22,215,909","27,074,338"
"2020/21 ","Fred Van Vleet","21,250,000","25,897,193"
"2020/21 ","Víctor Oladipo","21000000","25,592,520"
"2020/21 ","Malcolm Brogdon","20700000","25,226,913"
"2020/21 ","Julio Randle","19,845,000","24,184,931"
"2020/21 ","Domantas Sabonis","19800000","24,130,090"
"2020/21 ","Gary Harris","19,610,714","23,899,409"
"2020/21 ","Zach LaVine","19500000","23,764,483"
"2020/21 ","Danilo Gallinari","19500000","23,764,483"
"2020/21 ","Beca Jerami","19050000","23,216,072"
"2020/21 ","Tim Hardaway Jr","18,975,000","23,124,670"
"2020/21 ","Terry Rozier","18900000","23,033,268"
"2020/21 ","Aarón Gordon","18,136,364","22,102,631"
"2020/21 ","Goran Dragić","18000000","21,936,446"
"2020/21 ","Myles Turner","18000000","21,936,446"
"2020/21 ","Bogdan Bogdanović","18000000","21,936,446"
"2020/21 ","Clint Capela","18000000","21,936,446"
"2020/21 ","Bojan Bogdanović","17850000","21,753,642"
"2020/21 ","LaMarcus Aldridge","17,628,340","21,483,506"
"2020/21 ","Gorgui Dieng","17,587,688","21,433,964"
"2020/21 ","Evan Fournier","17150000","20,900,558"
"2020/21 ","Ricky Rubio","17000000","20,717,754"
"2020/21 ","Eric Bledsoe","16875000","20,565,418"
"2020/21 ","Eric Gordon","16,869,267","20,558,431"
"2020/21 ","Caris LeVert","16,203,704","19,747,315"
"2020/21 ","Joe Harris","16,071,429","19,586,113"
"2020/21 ","James Johnson","16,047,100","19,556,463"
"2020/21 ","Dennis Schröder","15500000","18,889,717"
"2020/21 ","Cody Zeller","15,415,730","18,787,018"
"2020/21 ","Danny Verde","15,365,853","18,726,233"
"2020/21 ","Davis Bertans","15000000","18,280,371"
"2020/21 ","André Iguodala","15000000","18,280,371"
"2020/21 ","Jonás Valanciunas","15000000","18,280,371"
"2020/21 ","Marcus Morris","14,883,721","18,138,663"
"2020/21 ","Rudy Gay","14500000","17,671,026"
"2020/21 ","Kelly Oubre","14,375,000","17,518,689"
"2020/21 ","Dejounte Murray","14,286,000","17,410,226"
"2020/21 ","Será Barton","13,723,214","16,724,363"
"2020/21 ","Tadeo Young","13,545,000","16,507,175"
"2020/21 ","Patrick Mills","13,535,714","16,495,858"
"2020/21 ","Terrence Ross","13500000","16,452,334"
"2020/21 ","Malik Beasley","13,425,895","16,362,023"
"2020/21 ","Patrick Beverley","13,333,333","16,249,218"
"2020/21 ","Madera cristiana","13,015,874","15,862,334"
"2020/21 ","J.J. Redick","13,013,700","15,859,684"
"2020/21 ","Justicia Winslow","13000000","15,842,988"
"2020/21 ","Marcus inteligente","12,946,428","15,777,701"
"2020/21 ","Jusuf Nurkic","12,888,889","15,707,578"
"2020/21 ","Kelly Olynyk","12,819,650","15,623,197"
"2020/21 ","Trevor Ariza","12800000","15,599,250"
"2020/21 ","Brook López","12,697,675","15,474,547"
"2020/21 ","Camareros Dion","12,650,000","15,416,446"
"2020/21 ","Cory José","12600000","15,355,512"
"2020/21 ","Markelle Fultz","12,288,697","14,976,129"
"2020/21 ","Príncipe Tauro","12,250,000","14,928,970"
"2020/21 ","Tony Snell","12,178,571","14,841,920"
"2020/21 ","Roberto Covington","12,138,345","14,792,897"
"2020/21 ","Kentavious Caldwell-Pope","12,073,020","14,713,286"
"2020/21 ","T. J. Warren","12000000","14,624,297"
"2020/21 ","Larry Nance Jr","11,709,091","14,269,769"
"2020/21 ","Nicolás Batum","11,608,231","14,146,851"
"2020/21 ","Jordan Clarkson","11500000","14,014,951"
"2020/21 ","Spencer Dinwiddie","11,454,048","13,958,950"
"2020/21 ","Dillon Brooks","11400000","13,893,082"
"2020/21 ","Dwight Powell","11,080,125","13,503,253"
"2020/21 ","Bola de Lonzo","11,003,782","13,410,215"
"2020/21 ","Norman Powell","10,865,952","13,242,242"
"2020/21 ","Josh Richardson","10,865,952","13,242,242"
"2020/21 ","Jeremy Cordero","10,500,000","12,796,260"
"2020/21 ","DeAndre Jordán","10,375,678","12,644,750"
"2020/21 ","Joe Ingles","10,363,637","12,630,075"
"2020/21 ","Sión Williamson","10,245,480","12,486,078"
"2020/21 ","Pablo Millsap","10,100,000","12,308,783"
"2020/21 ","Capucha de Rodney","10,047,450","12,244,741"
"2020/21 ","DeAndre Ayton","10,018,200","12,209,094"
"2020/21 ","Tomás Satoransky","10,000,000","12,186,914"
"2020/21 ","Jayson Tatum","9,897,120","12,061,535"
"2020/21 ","Antonio Edwards","9,757,440","11,891,308"
"2020/21 ","Al-Farouq Aminu","9,720,900","11,846,777"
"2020/21 ","Dante Exum","9600000","11,699,437"
"2020/21 ","Colina de George","9,590,602","11,687,984"
"2020/21 ","De'Anthony Melton","9,571,712","11,664,963"
"2020/21 ","Kyle Anderson","9,505,100","11,583,784"
"2020/21 ","Meyers Leonard","9400000","11,455,699"
"2020/21 ","Favores de Derrick","9,258,000","11,282,645"
"2020/21 ","Derrick Jones","9,258,000","11,282,645"
"2020/21 ","Jae Crowder","9,258,000","11,282,645"
"2020/21 ","Montrezl Harrell","9,258,000","11,282,645"
"2020/21 ","Serge Ibaka","9,258,000","11,282,645"
"2020/21 ","Tristán Thompson","9,258,000","11,282,645"
"2020/21 ","Darío Saric","9250000","11,272,895"
"2020/21 ","Ja Morant","9,166,800","11,171,500"
"2020/21 ","Delon Wright","9000000","10,968,223"
"2020/21 ","Marvin Bagley","8,963,640","10,923,911"
"2020/21 ","Cedi Osman","8,840,580","10,773,939"
"2020/21 ","Tyus Jones","8,817,143","10,745,376"
"2020/21 ","James Wiseman","8,730,240","10,639,468"
"2020/21 ","Royce O'Neale","8500000","10,358,877"
"2020/21 ","Maxi Kléber","8,475,000","10,328,410"
"2020/21 ","Thomas Bryant","8,333,333","10,155,761"
"2020/21 ","Rj Barrett","8,231,760","10,031,975"
"2020/21 ","Jacob Poeltl","8,101,852","9,873,657"
"2020/21 ","De'Aaron Fox","8,099,627","9,870,946"
"2020/21 ","Luka Doncic","8,049,360","9,809,686"
"2020/21 ","Masón Plumlee","8000000","9,749,531"
"2020/21 ","Luis Williams","8000000","9,749,531"
"2020/21 ","P. J. Tucker","7,969,537","9,712,406"
"2020/21 ","Pelota LaMelo","7,839,960","9,554,492"
"2020/21 ","Seth Curry","7,834,449","9,547,776"
"2020/21 ","Derrick Rosa","7,682,926","9,363,116"
"2020/21 ","Cristiano Felicio","7,529,020","9,175,552"
"2020/21 ","Rajon Rondo","7500000","9,140,185"
"2020/21 ","De'Andre Hunter","7,422,000","9,045,127"
"2020/21 ","Jonathan Isaac","7,362,565","8,972,695"
"2020/21 ","Doug McDermott","7,333,333","8,937,070"
"2020/21 ","Robin López","7,300,000","8,896,447"
"2020/21 ","Jaren Jackson Jr","7,257,360","8,844,482"
"2020/21 ","JaMychal Verde","7,199,760","8,774,285"
"2020/21 ","Nemanja Bjelica","7,150,000","8,713,643"
"2020/21 ","Patrick Williams","7,068,360","8,614,149"
"2020/21 ","Aron Baynes","7000000","8,530,840"
"2020/21 ","Darío Miller","7000000","8,530,840"
"2020/21 ","Ivica Zubac","7000000","8,530,840"
"2020/21 ","Jabari Parker","6,930,729","8,446,419"
"2020/21 ","Lauri Markkanen","6,731,508","8,203,631"
"2020/21 ","Darío Garland","6,720,720","8,190,484"
"2020/21 ","DJ Agustín","6,666,667","8,124,610"
"2020/21 ","Trae joven","6,571,800","8,008,996"
"2020/21 ","Chris Boucher","6500000","7,921,494"
"2020/21 ","Juan Hernangómez","6,493,000","7,912,963"
"2020/21 ","Joaquín Noé","6,431,666","7,838,216"
"2020/21 ","Isaac Okoro","6,400,920","7,800,746"
"2020/21 ","Frank Ntilikina","6,176,578","7,527,342"
"2020/21 ","DeMarre Carroll","6,119,676","7,457,996"
"2020/21 ","Jarrett Culver","6,104,280","7,439,233"
"2020/21 ","Ismael Smith","6000000","7,312,148"
"2020/21 ","Alec Burks","6000000","7,312,148"
"2020/21 ","Mo Bamba","5,969,040","7,274,418"
"2020/21 ","Onyeka Okongwu","5,813,640","7,085,033"
"2020/21 ","Vacaciones de Justin","5,720,400","6,971,402"
"2020/21 ","Dennis Smith","5,686,677","6,930,304"
"2020/21 ","Avery Bradley","5,635,000","6,867,326"
"2020/21 ","Timofey Mozgov","5,573,333","6,792,173"
"2020/21 ","Coby Blanco","5,572,680","6,791,377"
"2020/21 ","Trey Lyles","5,500,000","6,702,802"
"2020/21 ","Wendell Carter","5,448,840","6,640,454"
"2020/21 ","Zach Collins","5,406,255","6,588,556"
"2020/21 ","Monje Malik","5,345,687","6,514,743"
"2020/21 ","Killian Hayes","5,307,120","6,467,741"
"2020/21 ","Lucas Kennard","5,273,826","6,427,166"
"2020/21 ","Ryan Anderson","5,214,583","6,354,967"
"2020/21 ","Donovan Mitchell","5,195,501","6,331,712"
"2020/21 ","Rodney McGruder","5,192,307","6,327,820"
"2020/21 ","Bam Adebayo","5,115,492","6,234,206"
"2020/21 ","Justin Jackson","5,109,637","6,227,070"
"2020/21 ","Jaxson Hayes","5,105,160","6,221,614"
"2020/21 ","Richaun Holmes","5,005,350","6,099,977"
"2020/21 ","Enes Kanter","5,005,350","6,099,977"
"2020/21 ","Mike Scott","5,005,350","6,099,977"
"2020/21 ","Ed Davis","5,005,350","6,099,977"
"2020/21 ","Nerlens Navidad","5,000,000","6,093,457"
"2020/21 ","Luol Deng","5,000,000","6,093,457"
"2020/21 ","Daniel Theis","5,000,000","6,093,457"
"2020/21 ","Collin Sexton","4,991,880","6,083,561"
"2020/21 ","Pat Connaughton","4,938,273","6,018,231"
"2020/21 ","Obi Toppin","4,862,040","5,925,326"
"2020/21 ","Kevon Looney","4,821,429","5,875,834"
"2020/21 ","Elfrido Payton","4767000","5,809,502"
"2020/21 ","Josh Jackson","4767000","5,809,502"
"2020/21 ","Templo de Garrett","4767000","5,809,502"
"2020/21 ","Kris Dunn","4767000","5,809,502"
"2020/21 ","Rui Hachimura","4,692,840","5,719,123"
"2020/21 ","Denzel Valentín","4,642,800","5,658,140"
"2020/21 ","Kevin Knox","4,588,680","5,592,185"
"2020/21 ","DJ Wilson","4,548,280","5,542,949"
"2020/21 ","Deni Avdija","4,469,160","5,446,527"
"2020/21 ","Cam rojizo","4,458,000","5,432,926"
"2020/21 ","Hoja de TJ","4,431,423","5,400,536"
"2020/21 ","Puentes de Mikal","4,359,000","5,312,276"
"2020/21 ","Jalen Smith","4,245,720","5,174,222"
"2020/21 ","Cameron Johnson","4,235,160","5,161,353"
"2020/21 ","Reggie Bullock","4200000","5,118,504"
"2020/21 ","JaVale McGee","4200000","5,118,504"
"2020/21 ","Shai Gilgeous-Alexander","4,141,320","5,046,991"
"2020/21 ","Juan Collins","4,137,302","5,042,094"
"2020/21 ","Willie Cauley-Stein","4100000","4,996,634"
"2020/21 ","Devin Vassell","4,033,440","4,915,518"
"2020/21 ","P. J. Washington","4,023,600","4,903,526"
"2020/21 ","Patrick McCaw","4000000","4,874,765"
"2020/21 ","Dorian Finney-Smith","4000000","4,874,765"
"2020/21 ","Alex Len","3,970,648","4,838,994"
"2020/21 ","Terrance Ferguson","3,944,013","4,806,534"
"2020/21 ","Puentes de millas","3,934,320","4,794,722"
"2020/21 ","Ríos de Austin","3,929,049","4,788,298"
"2020/21 ","Jevon Carter","3,925,000","4,783,363"
"2020/21 ","Jarrett Allen","3,909,902","4,764,964"
"2020/21 ","Nicolo Melli","3,897,436","4,749,771"
"2020/21 ","OG Anunoby","3,872,215","4,719,035"
"2020/21 ","Gabriel Deck","3,870,370","4,716,786"
"2020/21 ","Tyrese Haliburton","3,831,840","4,669,830"
"2020/21 ","Tyler Herro","3,822,240","4,658,131"
"2020/21 ","Patricio Patterson","3,814,771","4,649,028"
"2020/21 ","Stanley Johnson","3,804,150","4,636,085"
"2020/21 ","Jake Layman","3,761,085","4,583,602"
"2020/21 ","Jerome Robinson","3,737,520","4,554,883"
"2020/21 ","Casa de Danuel","3,717,000","4,529,876"
"2020/21 ","Kira Lewis","3,640,200","4,436,280"
"2020/21 ","Romeo Langford","3,631,200","4,425,312"
"2020/21 ","Moe Harkless","3,623,000","4,415,319"
"2020/21 ","Bobby Portis","3,623,000","4,415,319"
"2020/21 ","Wesley Matthews","3,623,000","4,415,319"
"2020/21 ","Wayne Ellington","3,564,753","4,344,333"
"2020/21 ","Kyle Kuzma","3,562,178","4,341,195"
"2020/21 ","Michael Porter","3,550,800","4,327,329"
"2020/21 ","Tony Bradley","3,542,060","4,316,678"
"2020/21 ","Derrick Blanco","3,516,284","4,285,265"
"2020/21 ","Luca Vildoza","3500000","4,265,420"
"2020/21 ","T. J. McConnell","3500000","4,265,420"
"2020/21 ","Boban Marjanović","3500000","4,265,420"
"2020/21 ","Bismack Biyombo","3500000","4,265,420"
"2020/21 ","Josh Hart","3,491,159","4,254,645"
"2020/21 ","Aarón Nesmith","3,458,400","4,214,722"
"2020/21 ","Sekou Doumbouya","3,449,400","4,203,754"
"2020/21 ","Dewayne Dedmon","3,447,478","4,201,411"
"2020/21 ","Troy marrón","3,372,840","4,110,451"
"2020/21 ","Jeff Teague","3,372,826","4,110,433"
"2020/21 ","James Ennis","3,300,000","4,021,681"
"2020/21 ","Michael Carter-Williams","3,300,000","4,021,681"
"2020/21 ","Cole Anthony","3,285,120","4,003,547"
"2020/21 ","Taj Gibson","3,283,684","4,001,797"
"2020/21 ","Facundo Campazzo","3200000","3,899,812"
"2020/21 ","Jon Leuer","3,169,348","3,862,457"
"2020/21 ","Chuma Okeke","3,121,080","3,803,633"
"2020/21 ","Isaías Stewart","3,121,080","3,803,633"
"2020/21 ","Nickel Alexander-Walker","3,113,160","3,793,981"
"2020/21 ","Primos DeMarcus","3,051,832","3,719,241"
"2020/21 ","Donte DiVincenzo","3,044,160","3,709,891"
"2020/21 ","Abedul Khem","3,011,499","3,670,087"
"2020/21 ","Trey Burke","3000000","3,656,074"
"2020/21 ","Ryan Arcidiacono","3000000","3,656,074"
"2020/21 ","Alexey Pokusevski","2,964,840","3,613,225"
"2020/21 ","Goga Bitadze","2,957,520","3,604,304"
"2020/21 ","Lonnie Walker","2,895,720","3,528,989"
"2020/21 ","Ben McLemore","2,893,630","3,526,442"
"2020/21 ","Andrew Nicholson","2,844,429","3,466,481"
"2020/21 ","Luka Samanic","2,824,320","3,441,974"
"2020/21 ","Josh Verde","2,816,760","3,432,761"
"2020/21 ","Kevin Huerter","2,761,920","3,365,928"
"2020/21 ","Marko Guduric","2750000","3,351,401"
"2020/21 ","Alex Caruso","2750000","3,351,401"
"2020/21 ","Matisse Thybulle","2,711,280","3,304,213"
"2020/21 ","Bey Saddiq","2,689,920","3,278,182"
"2020/21 ","Josh Okogie","2,651,040","3,230,799"
"2020/21 ","Vicente Poirier","2,619,207","3,192,005"
"2020/21 ","Brandon Clarke","2,602,920","3,172,156"
"2020/21 ","Preciosa Achiuwa","2,582,160","3,146,856"
"2020/21 ","Carmelo Antonio","2,564,753","3,125,642"
"2020/21 ","Dwight Howard","2,564,753","3,125,642"
"2020/21 ","Udonis Haslem","2,564,753","3,125,642"
"2020/21 ","Marc Gasol","2,564,753","3,125,642"
"2020/21 ","Jared Dudley","2,564,753","3,125,642"
"2020/21 ","José Juan Barea","2,564,753","3,125,642"
"2020/21 ","Jeff Verde","2,564,753","3,125,642"
"2020/21 ","Grayson Allen","2,545,320","3,101,959"
"2020/21 ","Subvención Williams","2,498,760","3,045,217"
"2020/21 ","Tyrese Maxey","2,478,840","3,020,941"
"2020/21 ","Chandler Hutchison","2,443,440","2,977,799"
"2020/21 ","Mfiondu Kabengele","2,432,353","2,964,287"
"2020/21 ","Darío Bazley","2,399,160","2,923,835"
"2020/21 ","Moritz Wagner","2,383,915","2,905,256"
"2020/21 ","Zeke Nnaji","2,379,840","2,900,290"
"2020/21 ","Vacaciones de Aaron","2,345,640","2,858,611"
"2020/21 ","Bryn Forbes","2,337,145","2,848,258"
"2020/21 ","E'Twaun Moore","2,331,593","2,841,492"
"2020/21 ","Markieff Morris","2,331,593","2,841,492"
"2020/21 ","Reggie Jackson","2,331,593","2,841,492"
"2020/21 ","Hassan Whiteside","2,320,044","2,827,417"
"2020/21 ","Kent Bazemore","2,320,044","2,827,417"
"2020/21 ","Ty Jerome","2,303,040","2,806,695"
"2020/21 ","Mike Muscala","2,283,034","2,782,314"
"2020/21 ","Anfitrión Simons","2,252,040","2,744,541"
"2020/21 ","Brad Wanamaker","2,250,000","2,742,055"
"2020/21 ","Lucas Kornet","2,250,000","2,742,055"
"2020/21 ","Monta Ellis","2,245,400","2,736,449"
